match_id,team,player,total_passes_sent,total_passes_received,weighted_degree
3857270,Uruguay,Mathías Olivera Miramontes,27,23,50
3857270,Uruguay,Matías Vecino Falero,11,13,24
3857270,Uruguay,Rodrigo Bentancur Colmán,49,41,90
3857270,Uruguay,Diego Roberto Godín Leal,19,13,32
3857270,Uruguay,José María Giménez de Vargas,40,37,77
3857270,Uruguay,Sebastián Coates Nión,38,30,68
3857270,Uruguay,Sergio Rochet Álvarez,15,14,29
3857270,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,20,21,41
3857270,Uruguay,Maximiliano Gómez González,2,4,6
3857270,Uruguay,Luis Alberto Suárez Díaz,5,8,13
3857270,Uruguay,Matías Nicolás Viña Susperreguy,4,6,10
3857271,England,Bukayo Saka,22,31,53
3857271,England,Declan Rice,92,85,177
3857271,England,Harry Kane,10,16,26
3857271,England,John Stones,117,112,229
3857271,England,Jude Bellingham,94,86,180
3857271,England,Kieran Trippier,84,74,158
3857271,England,Luke Shaw,104,97,201
3857271,England,Mason Mount,32,35,67
3857271,England,Raheem Sterling,25,33,58
3857271,England,Callum Wilson,4,4,8
3857271,England,Jack Grealish,19,22,41
3857271,England,Marcus Rashford,15,24,39
3857271,England,Phil Foden,17,22,39
3857271,England,Eric Dier,29,25,54
3857271,England,Harry Maguire,64,57,121
3857271,England,Jordan Pickford,18,23,41
3857271,Iran,Ahmad Nourollahi,12,13,25
3857271,Iran,Alireza Jahanbakhsh,5,6,11
3857271,Iran,Ehsan Hajsafi,16,19,35
3857271,Iran,Mehdi Taremi,17,20,37
3857271,Iran,Milad Mohammadi,9,8,17
3857271,Iran,Sadegh Moharrami,19,14,33
3857271,Iran,Saeid Ezatolahi Afagh,9,8,17
3857271,Iran,Seyed Majid Hosseini,12,11,23
3857271,Iran,Ali Gholizadeh,10,13,23
3857271,Iran,Mehdi Torabi,9,8,17
3857271,Iran,Sardar Azmoun,4,4,8
3857271,Iran,Ali Karimi,3,3,6
3857271,Iran,Morteza Pouraliganji,18,16,34
3857271,Iran,Roozbeh Cheshmi,5,4,9
3857271,Iran,Seyed Hossein Hosseini,7,8,15
3857271,Iran,Mohammad Hossein Kanani Zadegan,8,7,15
3857271,Iran,Alireza Safar Beiranvand,0,1,1
3857272,England,Bukayo Saka,20,27,47
3857272,England,Declan Rice,56,47,103
3857272,England,Harry Kane,16,29,45
3857272,England,Jude Bellingham,33,36,69
3857272,England,Kieran Trippier,64,51,115
3857272,England,Luke Shaw,69,62,131
3857272,England,Raheem Sterling,18,21,39
3857272,England,Harry Maguire,70,64,134
3857272,England,Jack Grealish,9,14,23
3857272,England,John Stones,86,85,171
3857272,England,Mason Mount,27,34,61
3857272,England,Marcus Rashford,2,3,5
3857272,England,Jordan Brian Henderson,9,11,20
3857272,England,Jordan Pickford,21,16,37
3857272,United States,Antonee Robinson,33,32,65
3857272,United States,Christian Pulisic,23,34,57
3857272,United States,Haji Wright,7,11,18
3857272,United States,Shaquell Moore,12,12,24
3857272,United States,Tim Ream,47,45,92
3857272,United States,Tyler Adams,41,33,74
3857272,United States,Walker Zimmerman,62,57,119
3857272,United States,Weston McKennie,29,28,57
3857272,United States,Yunus Dimoara Musah,30,33,63
3857272,United States,Brenden Aaronson,9,9,18
3857272,United States,Giovanni Reyna,2,4,6
3857272,United States,Timothy Weah,19,23,42
3857272,United States,Sergino Dest,33,32,65
3857272,United States,Joshua Sargent,1,2,3
3857272,United States,Matthew Charles Turner,29,22,51
3857273,Iran,Ahmad Nourollahi,13,14,27
3857273,Iran,Ali Gholizadeh,21,25,46
3857273,Iran,Mehdi Taremi,17,29,46
3857273,Iran,Milad Mohammadi,23,15,38
3857273,Iran,Ramin Rezaeian,32,32,64
3857273,Iran,Saeid Ezatolahi Afagh,18,15,33
3857273,Iran,Sardar Azmoun,8,17,25
3857273,Iran,Seyed Majid Hosseini,24,10,34
3857273,Iran,Ehsan Hajsafi,21,21,42
3857273,Iran,Ali Karimi,3,6,9
3857273,Iran,Alireza Jahanbakhsh,6,8,14
3857273,Iran,Karim Ansarifard,3,4,7
3857273,Iran,Mehdi Torabi,6,11,17
3857273,Iran,Morteza Pouraliganji,15,12,27
3857273,Iran,Seyed Hossein Hosseini,15,8,23
3857273,Iran,Roozbeh Cheshmi,2,0,2
3857273,Wales,Aaron Ramsey,38,48,86
3857273,Wales,Ben Davies,65,58,123
3857273,Wales,Chris Mepham,49,47,96
3857273,Wales,Connor Roberts,27,30,57
3857273,Wales,Daniel James,6,13,19
3857273,Wales,Ethan Ampadu,54,53,107
3857273,Wales,Gareth Frank Bale,19,27,46
3857273,Wales,Harry Wilson,19,23,42
3857273,Wales,Joe Rodon,54,43,97
3857273,Wales,Kieffer Roberto Francisco Moore,17,30,47
3857273,Wales,Neco Williams,42,38,80
3857273,Wales,Wayne Hennessey,30,12,42
3857273,Wales,Brennan Johnson,7,10,17
3857273,Wales,Joe Allen,7,3,10
3857273,Wales,Daniel Ward,4,3,7
3857274,Ecuador,Angelo Smit Preciado Quiñónez,26,23,49
3857274,Ecuador,Enner Remberto Valencia Lastra,17,33,50
3857274,Ecuador,Gonzalo Jordy Plata Jiménez,27,32,59
3857274,Ecuador,Jackson Gabriel Porozo Vernaza,33,29,62
3857274,Ecuador,Jeremy Leonel Sarmiento Morante,6,10,16
3857274,Ecuador,Jhegson Sebastián Méndez Carabalí,54,45,99
3857274,Ecuador,Michael Steveen Estrada Martínez,15,22,37
3857274,Ecuador,Moisés Isaac Caicedo Corozo,43,44,87
3857274,Ecuador,Pervis Josué Estupiñán Tenorio,44,35,79
3857274,Ecuador,Romario Andrés Ibarra Mina,0,2,2
3857274,Ecuador,Felix Eduardo Torres Caicedo,53,49,102
3857274,Ecuador,Piero Martín Hincapié Reyna,29,26,55
3857274,Ecuador,Hernán Ismael Galíndez,12,8,20
3857274,Ecuador,Kevin José Rodríguez Cortez,0,1,1
3857274,Netherlands,Andries Noppert,36,28,64
3857274,Netherlands,Daley Blind,56,54,110
3857274,Netherlands,Denzel Dumfries,19,21,40
3857274,Netherlands,Frenkie de Jong,67,61,128
3857274,Netherlands,Jurriën David Norman Timber,56,50,106
3857274,Netherlands,Nathan Aké,73,66,139
3857274,Netherlands,Virgil van Dijk,48,44,92
3857274,Netherlands,Cody Mathès Gakpo,12,21,33
3857274,Netherlands,Davy Klaassen,21,22,43
3857274,Netherlands,Memphis Depay,9,18,27
3857274,Netherlands,Teun Koopmeiners,29,34,63
3857274,Netherlands,Marten de Roon,7,6,13
3857274,Netherlands,Steven Berghuis,8,14,22
3857274,Netherlands,Steven Bergwijn,15,17,32
3857274,Netherlands,Wout Weghorst,1,1,2
3857275,France,Adrien Rabiot,14,21,35
3857275,France,Antoine Griezmann,29,28,57
3857275,France,Aurélien Djani Tchouaméni,89,85,174
3857275,France,Axel Disasi,55,47,102
3857275,France,Eduardo Camavinga,70,62,132
3857275,France,Ibrahima Konaté,66,59,125
3857275,France,Kylian Mbappé Lottin,17,30,47
3857275,France,Ousmane Dembélé,13,15,28
3857275,France,William Saliba,37,29,66
3857275,France,Youssouf Fofana,27,36,63
3857275,France,Randal Kolo Muani,12,25,37
3857275,France,Jordan Veretout,32,30,62
3857275,France,Kingsley Coman,16,23,39
3857275,France,Mattéo Guendouzi Olié,28,25,53
3857275,France,Raphaël Varane,41,40,81
3857275,France,Steve Mandanda,18,9,27
3857275,Tunisia,Ali Abdi,1,0,1
3857275,Tunisia,Issam Jebali,3,6,9
3857275,Tunisia,Ali Maâloul,39,35,74
3857275,Tunisia,Anis Ben Slimane,18,30,48
3857275,Tunisia,Aïssa Bilal Laïdouni,37,36,73
3857275,Tunisia,Ellyes Joris Skhiri,30,31,61
3857275,Tunisia,Mohamed Ali Ben Romdhane,14,17,31
3857275,Tunisia,Montassar Omar Talbi,25,18,43
3857275,Tunisia,Wahbi Khazri,8,12,20
3857275,Tunisia,Wajdi Kechrida,29,33,62
3857275,Tunisia,Yassine Meriah,32,28,60
3857275,Tunisia,Aymen Dahmen,8,6,14
3857275,Tunisia,Nader Ghandri,27,21,48
3857275,Tunisia,Ghilane Chalali,4,2,6
3857276,Canada,Alistair Johnston,58,43,101
3857276,Canada,Alphonso Davies,19,27,46
3857276,Canada,Atiba Hutchinson,28,22,50
3857276,Canada,Cyle Larin,6,12,18
3857276,Canada,David Junior Hoilett,20,22,42
3857276,Canada,Ismael Koné,27,26,53
3857276,Canada,Jonathan David,11,13,24
3857276,Canada,Jonathan Osorio,27,29,56
3857276,Canada,Kamal Miller,83,76,159
3857276,Canada,Mark Anthony Kaye,50,56,106
3857276,Canada,Milan Borjan,21,12,33
3857276,Canada,Steven de Sousa Vitoria,70,63,133
3857276,Canada,Tajon Buchanan,21,34,55
3857276,Canada,Sam Adekugbe,31,30,61
3857276,Canada,David Wallace Wotherspoon,3,7,10
3857276,Canada,Richie Laryea,5,8,13
3857276,Morocco,Abdelhamid Sabiri,21,22,43
3857276,Morocco,Achraf Hakimi Mouh,49,42,91
3857276,Morocco,Azzedine Ounahi,27,28,55
3857276,Morocco,Hakim Ziyech,26,32,58
3857276,Morocco,Noussair Mazraoui,18,14,32
3857276,Morocco,Romain Saïss,30,28,58
3857276,Morocco,Sofiane Boufal,15,21,36
3857276,Morocco,Sofyan Amrabat,43,38,81
3857276,Morocco,Yassine Bounou,25,21,46
3857276,Morocco,Abderrazak Hamdallah,3,7,10
3857276,Morocco,Zakaria Aboukhlal,3,3,6
3857276,Morocco,Nayef Aguerd,35,33,68
3857276,Morocco,Youssef En-Nesyri,12,19,31
3857276,Morocco,Jawad El Yamiq,1,0,1
3857276,Morocco,Selim Amallah,0,2,2
3857276,Morocco,Yahya Jabrane,2,0,2
3857277,Croatia,Andrej Kramarić,10,14,24
3857277,Croatia,Borna Sosa,47,51,98
3857277,Croatia,Dejan Lovren,82,79,161
3857277,Croatia,Ivan Perišić,29,32,61
3857277,Croatia,Joško Gvardiol,102,101,203
3857277,Croatia,Luka Modrić,77,74,151
3857277,Croatia,Marcelo Brozović,77,79,156
3857277,Croatia,Nikola Vlašić,7,15,22
3857277,Croatia,Dominik Livaković,26,13,39
3857277,Croatia,Lovro Majer,9,10,19
3857277,Croatia,Mario Pašalić,14,15,29
3857277,Croatia,Marko Livaja,3,8,11
3857277,Croatia,Mateo Kovačić,48,46,94
3857277,Croatia,Mislav Oršić,1,1,2
3857277,Croatia,Josip Juranović,45,39,84
3857277,Morocco,Abdelhamid Sabiri,7,10,17
3857277,Morocco,Nayef Aguerd,41,36,77
3857277,Morocco,Romain Saïss,45,41,86
3857277,Morocco,Sofyan Amrabat,41,33,74
3857277,Morocco,Yahia Attiyat allah,14,7,21
3857277,Morocco,Yassine Bounou,20,11,31
3857277,Morocco,Achraf Hakimi Mouh,43,34,77
3857277,Morocco,Azzedine Ounahi,22,31,53
3857277,Morocco,Hakim Ziyech,20,32,52
3857277,Morocco,Selim Amallah,10,18,28
3857277,Morocco,Sofiane Boufal,14,21,35
3857277,Morocco,Youssef En-Nesyri,7,11,18
3857277,Morocco,Noussair Mazraoui,17,11,28
3857277,Morocco,Abdessamad Ezzalzouli,0,4,4
3857277,Morocco,Abderrazak Hamdallah,0,1,1
3857278,Iran,Abolfazl Jalali,21,19,40
3857278,Iran,Ali Karimi,30,27,57
3857278,Iran,Mehdi Taremi,27,37,64
3857278,Iran,Morteza Pouraliganji,60,59,119
3857278,Iran,Saeid Ezatolahi Afagh,44,44,88
3857278,Iran,Saman Ghoddos,15,21,36
3857278,Iran,Seyed Majid Hosseini,51,42,93
3857278,Iran,Ahmad Nourollahi,14,13,27
3857278,Iran,Ali Gholizadeh,16,13,29
3857278,Iran,Ehsan Hajsafi,27,30,57
3857278,Iran,Ramin Rezaeian,39,41,80
3857278,Iran,Sardar Azmoun,6,11,17
3857278,Iran,Mehdi Torabi,16,14,30
3857278,Iran,Alireza Safar Beiranvand,21,16,37
3857278,Iran,Milad Mohammadi,13,12,25
3857278,Iran,Karim Ansarifard,2,3,5
3857278,United States,Antonee Robinson,36,39,75
3857278,United States,Brenden Aaronson,7,14,21
3857278,United States,Cameron Carter-Vickers,50,42,92
3857278,United States,Christian Pulisic,12,17,29
3857278,United States,Haji Wright,1,8,9
3857278,United States,Joshua Sargent,19,25,44
3857278,United States,Kellyn Kai Perry-Acosta,3,3,6
3857278,United States,Matthew Charles Turner,29,15,44
3857278,United States,Sergino Dest,43,48,91
3857278,United States,Tim Ream,54,47,101
3857278,United States,Timothy Weah,27,33,60
3857278,United States,Tyler Adams,63,49,112
3857278,United States,Weston McKennie,31,37,68
3857278,United States,Yunus Dimoara Musah,47,45,92
3857278,United States,Shaquell Moore,2,4,6
3857278,United States,Walker Zimmerman,2,0,2
3857279,Australia,Aaron Mooy,58,60,118
3857279,Australia,Awer Denis Bul Mabil,9,12,21
3857279,Australia,Aziz Eraltay Behich,55,49,104
3857279,Australia,Craig Goodwin,18,21,39
3857279,Australia,Garang Kuol,2,4,6
3857279,Australia,Harry Souttar,43,44,87
3857279,Australia,Jackson Irvine,28,33,61
3857279,Australia,Jason Cummings,4,4,8
3857279,Australia,Keanu Baccus,6,6,12
3857279,Australia,Kye Rowles,59,56,115
3857279,Australia,Mathew Leckie,21,31,52
3857279,Australia,Miloš Degenek,10,9,19
3857279,Australia,Mitchell Thomas Duke,7,10,17
3857279,Australia,Nathaniel Atkinson,30,20,50
3857279,Australia,Riley McGree,18,19,37
3857279,Australia,Mathew Ryan,26,16,42
3857279,France,Adrien Rabiot,61,61,122
3857279,France,Antoine Griezmann,66,70,136
3857279,France,Aurélien Djani Tchouaméni,74,71,145
3857279,France,Benjamin Pavard,81,70,151
3857279,France,Dayotchanculle Upamecano,112,103,215
3857279,France,Ibrahima Konaté,87,89,176
3857279,France,Jules Koundé,7,5,12
3857279,France,Kingsley Coman,12,13,25
3857279,France,Kylian Mbappé Lottin,42,63,105
3857279,France,Olivier Giroud,10,14,24
3857279,France,Ousmane Dembélé,25,33,58
3857279,France,Theo Bernard François Hernández,60,54,114
3857279,France,Youssouf Fofana,18,17,35
3857279,France,Lucas Hernández Pi,6,6,12
3857279,France,Hugo Lloris,19,11,30
3857280,Brazil,Alex Nicolao Telles,25,25,50
3857280,Brazil,Ederson Santana de Moraes,28,14,42
3857280,Brazil,Frederico Rodrigues Santos,29,33,62
3857280,Brazil,Fábio Henrique Tavares,50,40,90
3857280,Brazil,Gabriel Fernando de Jesus,12,11,23
3857280,Brazil,Gabriel Teodoro Martinelli Silva,23,38,61
3857280,Brazil,Gleison Bremer Silva Nascimento,62,54,116
3857280,Brazil,Rodrygo Silva de Goes,22,31,53
3857280,Brazil,Éder Gabriel Militão,69,64,133
3857280,Brazil,Antony Matheus dos Santos,36,53,89
3857280,Brazil,Bruno Guimarães Rodriguez Moura,26,30,56
3857280,Brazil,Daniel Alves da Silva,71,56,127
3857280,Brazil,Éverton Augusto de Barros Ribeiro,15,19,34
3857280,Brazil,Marcos Aoás Corrêa,32,24,56
3857280,Brazil,Pedro Guilherme Abreu dos Santos,5,11,16
3857280,Brazil,Raphael Dias Belloli,7,9,16
3857280,Cameroon,André-Frank Zambo Anguissa,39,43,82
3857280,Cameroon,Bryan Mbeumo,8,12,20
3857280,Cameroon,Christopher Wooh,27,28,55
3857280,Cameroon,Enzo Ebosse,34,30,64
3857280,Cameroon,Jean-Eric Maxim Choupo-Moting,13,26,39
3857280,Cameroon,Jules Olivier Ntcham,11,10,21
3857280,Cameroon,Karl Brillant Toko Ekambi,8,7,15
3857280,Cameroon,Ngoran Suiru Fai Collins,19,10,29
3857280,Cameroon,Nicolas Moumi Ngamaleu,19,21,40
3857280,Cameroon,Nouhou Tolo,16,12,28
3857280,Cameroon,Pierre Kunde Malong,22,16,38
3857280,Cameroon,Vincent Paté Aboubakar,7,20,27
3857280,Cameroon,Devis Rogers Epassy Mboka,30,15,45
3857280,Cameroon,Jerome Ngom Mbekeli,1,4,5
3857281,Canada,Alistair Johnston,52,42,94
3857281,Canada,Alphonso Davies,30,39,69
3857281,Canada,Atiba Hutchinson,48,47,95
3857281,Canada,Cyle Larin,6,9,15
3857281,Canada,David Junior Hoilett,14,19,33
3857281,Canada,Ismael Koné,39,38,77
3857281,Canada,Jonathan David,15,20,35
3857281,Canada,Jonathan Osorio,19,20,39
3857281,Canada,Kamal Miller,62,59,121
3857281,Canada,Milan Borjan,27,18,45
3857281,Canada,Richie Laryea,16,17,33
3857281,Canada,Sam Adekugbe,11,10,21
3857281,Canada,Stephen Antunes Eustáquio,27,22,49
3857281,Canada,Steven de Sousa Vitoria,46,41,87
3857281,Canada,Tajon Buchanan,22,33,55
3857281,Canada,Lucas Daniel Cavallini,3,3,6
3857281,Croatia,Andrej Kramarić,28,34,62
3857281,Croatia,Borna Sosa,45,35,80
3857281,Croatia,Dejan Lovren,43,38,81
3857281,Croatia,Dominik Livaković,14,13,27
3857281,Croatia,Ivan Perišić,30,36,66
3857281,Croatia,Josip Juranović,37,33,70
3857281,Croatia,Joško Gvardiol,44,40,84
3857281,Croatia,Luka Modrić,45,48,93
3857281,Croatia,Marcelo Brozović,55,53,108
3857281,Croatia,Marko Livaja,8,19,27
3857281,Croatia,Mateo Kovačić,42,34,76
3857281,Croatia,Bruno Petković,6,15,21
3857281,Croatia,Mario Pašalić,5,1,6
3857281,Croatia,Mislav Oršić,3,3,6
3857281,Croatia,Nikola Vlašić,4,5,9
3857281,Croatia,Lovro Majer,2,4,6
3857282,United States,Antonee Robinson,49,42,91
3857282,United States,Christian Pulisic,30,51,81
3857282,United States,Haji Wright,4,7,11
3857282,United States,Joshua Sargent,10,13,23
3857282,United States,Kellyn Kai Perry-Acosta,7,8,15
3857282,United States,Matthew Charles Turner,22,17,39
3857282,United States,Sergino Dest,65,63,128
3857282,United States,Tim Ream,68,65,133
3857282,United States,Timothy Weah,24,27,51
3857282,United States,Tyler Adams,63,49,112
3857282,United States,Walker Zimmerman,82,76,158
3857282,United States,Weston McKennie,27,27,54
3857282,United States,Yunus Dimoara Musah,38,42,80
3857282,United States,Brenden Aaronson,17,20,37
3857282,United States,DeAndre Yedlin,12,11,23
3857282,United States,Jordan Morris,2,2,4
3857282,Wales,Aaron Ramsey,24,31,55
3857282,Wales,Chris Mepham,46,43,89
3857282,Wales,Connor Roberts,38,33,71
3857282,Wales,Ethan Ampadu,29,30,59
3857282,Wales,Gareth Frank Bale,14,25,39
3857282,Wales,Harry Wilson,23,21,44
3857282,Wales,Joe Rodon,51,55,106
3857282,Wales,Kieffer Roberto Francisco Moore,13,19,32
3857282,Wales,Neco Williams,24,20,44
3857282,Wales,Wayne Hennessey,22,16,38
3857282,Wales,Ben Davies,41,28,69
3857282,Wales,Sorba Thomas,3,4,7
3857282,Wales,Brennan Johnson,3,3,6
3857282,Wales,Daniel James,7,11,18
3857282,Wales,Joseff Morrell,1,0,1
3857283,Belgium,Amadou Onana,39,43,82
3857283,Belgium,Axel Witsel,77,65,142
3857283,Belgium,Eden Hazard,25,33,58
3857283,Belgium,Jan Vertonghen,97,89,186
3857283,Belgium,Kevin De Bruyne,45,52,97
3857283,Belgium,Thomas Meunier,39,40,79
3857283,Belgium,Thorgan Hazard,30,33,63
3857283,Belgium,Timothy Castagne,65,61,126
3857283,Belgium,Toby Alderweireld,94,95,189
3857283,Belgium,Dries Mertens,11,15,26
3857283,Belgium,Leandro Trossard,10,12,22
3857283,Belgium,Michy Batshuayi Tunga,7,14,21
3857283,Belgium,Thibaut Courtois,34,19,53
3857283,Belgium,Youri Tielemans,27,26,53
3857283,Belgium,Charles De Ketelaere,3,5,8
3857283,Belgium,Romelu Lukaku Menama,1,2,3
3857283,Morocco,Abdelhamid Sabiri,5,4,9
3857283,Morocco,Abderrazak Hamdallah,3,6,9
3857283,Morocco,Azzedine Ounahi,26,26,52
3857283,Morocco,Munir Mohand Mohamedi,18,8,26
3857283,Morocco,Nayef Aguerd,38,35,73
3857283,Morocco,Romain Saïss,32,29,61
3857283,Morocco,Hakim Ziyech,21,32,53
3857283,Morocco,Zakaria Aboukhlal,3,5,8
3857283,Morocco,Achraf Hakimi Mouh,30,31,61
3857283,Morocco,Selim Amallah,17,18,35
3857283,Morocco,Sofiane Boufal,21,26,47
3857283,Morocco,Sofyan Amrabat,35,30,65
3857283,Morocco,Youssef En-Nesyri,4,6,10
3857283,Morocco,Noussair Mazraoui,28,26,54
3857283,Morocco,Jawad El Yamiq,2,0,2
3857283,Morocco,Yahia Attiyat allah,4,5,9
3857284,Germany,Antonio Rüdiger,106,104,210
3857284,Germany,David Raum,60,59,119
3857284,Germany,Jamal Musiala,38,52,90
3857284,Germany,Jonas Hofmann,15,17,32
3857284,Germany,Joshua Kimmich,82,83,165
3857284,Germany,Leon Goretzka,7,8,15
3857284,Germany,Manuel Neuer,50,42,92
3857284,Germany,Nico Schlotterbeck,109,96,205
3857284,Germany,Niklas Süle,95,82,177
3857284,Germany,Serge Gnabry,39,48,87
3857284,Germany,Thomas Müller,32,37,69
3857284,Germany,İlkay Gündoğan,64,62,126
3857284,Germany,Kai Havertz,17,22,39
3857284,Germany,Mario Götze,4,4,8
3857284,Germany,Niclas Füllkrug,3,6,9
3857284,Germany,Youssoufa Moukoko,2,1,3
3857284,Japan,Ao Tanaka,23,28,51
3857284,Japan,Daichi Kamada,15,17,32
3857284,Japan,Daizen Maeda,2,4,6
3857284,Japan,Hiroki Sakai,17,17,34
3857284,Japan,Junya Ito,7,15,22
3857284,Japan,Ko Itakura,22,17,39
3857284,Japan,Maya Yoshida,32,32,64
3857284,Japan,Shūichi Gonda,23,18,41
3857284,Japan,Takefusa Kubo,1,3,4
3857284,Japan,Takehiro Tomiyasu,18,15,33
3857284,Japan,Wataru Endo,24,18,42
3857284,Japan,Kaoru Mitoma,13,6,19
3857284,Japan,Takuma Asano,5,10,15
3857284,Japan,Yuto Nagatomo,10,6,16
3857284,Japan,Takumi Minamino,1,5,6
3857284,Japan,Ritsu Doan,2,4,6
3857285,Netherlands,Andries Noppert,25,12,37
3857285,Netherlands,Denzel Dumfries,25,33,58
3857285,Netherlands,Frenkie de Jong,57,56,113
3857285,Netherlands,Matthijs de Ligt,40,36,76
3857285,Netherlands,Nathan Aké,57,58,115
3857285,Netherlands,Steven Berghuis,38,36,74
3857285,Netherlands,Teun Koopmeiners,4,4,8
3857285,Netherlands,Virgil van Dijk,49,51,100
3857285,Netherlands,Cody Mathès Gakpo,14,15,29
3857285,Netherlands,Daley Blind,46,38,84
3857285,Netherlands,Memphis Depay,10,18,28
3857285,Netherlands,Vincent Janssen,9,12,21
3857285,Netherlands,Davy Klaassen,3,2,5
3857285,Netherlands,Steven Bergwijn,16,22,38
3857285,Senegal,Abdou Diallo,13,20,33
3857285,Senegal,Boulaye Dia,11,12,23
3857285,Senegal,Cheikhou Kouyaté,21,19,40
3857285,Senegal,Ismaïla Sarr,14,28,42
3857285,Senegal,Krépin Diatta,32,37,69
3857285,Senegal,Nampalys Mendy,38,37,75
3857285,Senegal,Pape Abou Cissé,21,24,45
3857285,Senegal,Idrissa Gana Gueye,36,32,68
3857285,Senegal,Youssouf Sabaly,61,54,115
3857285,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,2,4,6
3857285,Senegal,Kalidou Koulibaly,40,35,75
3857285,Senegal,Edouard Mendy,27,16,43
3857285,Senegal,Pape Gueye,9,9,18
3857285,Senegal,Ismail Jakobs,10,8,18
3857285,Senegal,Nicolas Jackson,9,9,18
3857286,Ecuador,Alan Steven Franco Palma,6,6,12
3857286,Ecuador,Angelo Smit Preciado Quiñónez,42,31,73
3857286,Ecuador,Gonzalo Jordy Plata Jiménez,27,34,61
3857286,Ecuador,Jhegson Sebastián Méndez Carabalí,76,67,143
3857286,Ecuador,José Adoni Cifuentes Charcopa,6,11,17
3857286,Ecuador,Piero Martín Hincapié Reyna,68,66,134
3857286,Ecuador,Enner Remberto Valencia Lastra,14,26,40
3857286,Ecuador,Felix Eduardo Torres Caicedo,50,50,100
3857286,Ecuador,Hernán Ismael Galíndez,10,7,17
3857286,Ecuador,Jeremy Leonel Sarmiento Morante,6,6,12
3857286,Ecuador,Michael Steveen Estrada Martínez,12,22,34
3857286,Ecuador,Moisés Isaac Caicedo Corozo,44,40,84
3857286,Ecuador,Romario Andrés Ibarra Mina,11,13,24
3857286,Ecuador,Pervis Josué Estupiñán Tenorio,60,52,112
3857286,Ecuador,Kevin José Rodríguez Cortez,0,1,1
3857286,Qatar,Abdelkarim Hassan Al Haj Fadlalla,57,55,112
3857286,Qatar,Abdulaziz Hatem Mohammed Abdullah,30,39,69
3857286,Qatar,Akram Hassan Afif,33,37,70
3857286,Qatar,Almoez Ali Zainalabiddin Abdulla,7,8,15
3857286,Qatar,Bassam Hisham Al Rawi,48,45,93
3857286,Qatar,Boualem Khoukhi,66,62,128
3857286,Qatar,Hassan Khalid Al Heidos,22,30,52
3857286,Qatar,Homam Alamin Ahmed,29,25,54
3857286,Qatar,Karim Boudiaf,42,39,81
3857286,Qatar,Pedro Miguel Correia,26,24,50
3857286,Qatar,Saad Abdullah Al Sheeb,17,9,26
3857286,Qatar,Mohammed Muntari,3,4,7
3857286,Qatar,Mohammed Waed Abdulwahhab Al Bayati,2,5,7
3857287,South Korea,Gue-Sung Cho,4,9,13
3857287,South Korea,Heung-Min Son,19,32,51
3857287,South Korea,In-Beom Hwang,46,48,94
3857287,South Korea,Moon-Hwan Kim,52,36,88
3857287,South Korea,Jae-Sung Lee,32,28,60
3857287,South Korea,Jin-Su Kim,19,17,36
3857287,South Korea,Jun-Ho Son,10,11,21
3857287,South Korea,Min Jae Kim,44,40,84
3857287,South Korea,Sang-Ho Na,13,24,37
3857287,South Korea,Woo-Young Jung,46,41,87
3857287,South Korea,Young-Gwon Kim,33,34,67
3857287,South Korea,Kang-In Lee,8,9,17
3857287,South Korea,Seung-Gyu Kim,19,12,31
3857287,South Korea,Ui-Jo Hwang,6,10,16
3857287,Uruguay,Darwin Gabriel Núñez Ribeiro,13,26,39
3857287,Uruguay,Federico Santiago Valverde Dipetta,51,52,103
3857287,Uruguay,José María Giménez de Vargas,67,68,135
3857287,Uruguay,Luis Alberto Suárez Díaz,7,16,23
3857287,Uruguay,Mathías Olivera Miramontes,40,28,68
3857287,Uruguay,Matías Nicolás Viña Susperreguy,8,6,14
3857287,Uruguay,Matías Vecino Falero,33,31,64
3857287,Uruguay,Rodrigo Bentancur Colmán,68,67,135
3857287,Uruguay,Sergio Rochet Álvarez,19,12,31
3857287,Uruguay,Diego Nicolás De La Cruz Arcosa,10,13,23
3857287,Uruguay,Diego Roberto Godín Leal,66,66,132
3857287,Uruguay,Edinson Roberto Cavani Gómez,6,9,15
3857287,Uruguay,José Martín Cáceres Silva,68,59,127
3857287,Uruguay,Facundo Pellistri Rebollo,16,19,35
3857287,Uruguay,Guillermo Varela Olivera,3,3,6
3857288,Australia,Aaron Mooy,38,29,67
3857288,Australia,Ajdin Hrustic,10,14,24
3857288,Australia,Awer Denis Bul Mabil,1,2,3
3857288,Australia,Aziz Eraltay Behich,28,29,57
3857288,Australia,Craig Goodwin,21,30,51
3857288,Australia,Harry Souttar,25,20,45
3857288,Australia,Jackson Irvine,29,20,49
3857288,Australia,Jamie MacLaren,5,8,13
3857288,Australia,Mathew Leckie,20,30,50
3857288,Australia,Mitchell Thomas Duke,10,21,31
3857288,Australia,Riley McGree,14,19,33
3857288,Australia,Kye Rowles,25,18,43
3857288,Australia,Mathew Ryan,17,14,31
3857288,Australia,Fran Karačić,23,15,38
3857288,Australia,Keanu Baccus,3,3,6
3857288,Australia,Miloš Degenek,5,2,7
3857288,Tunisia,Ali Abdi,44,38,82
3857288,Tunisia,Aymen Dahmen,15,13,28
3857288,Tunisia,Aïssa Bilal Laïdouni,24,23,47
