match_id,team,passer,recipient,weight
3857254,Denmark,Andreas Christensen,Christian Dannemann Eriksen,10
3857254,Denmark,Andreas Christensen,Joachim Andersen,9
3857254,Denmark,Andreas Christensen,Joakim Mæhle,9
3857254,Denmark,Andreas Christensen,Kasper Dolberg,1
3857254,Denmark,Andreas Christensen,Kasper Schmeichel,3
3857254,Denmark,Andreas Christensen,Mathias Jensen,11
3857254,Denmark,Andreas Christensen,Mikkel Damsgaard,2
3857254,Denmark,Andreas Christensen,Pierre-Emile Højbjerg,11
3857254,Denmark,Andreas Christensen,Simon Thorup Kjær,15
3857254,Denmark,Andreas Christensen,Thomas Delaney,7
3857254,Denmark,Christian Dannemann Eriksen,Andreas Christensen,10
3857254,Denmark,Christian Dannemann Eriksen,Andreas Evald Cornelius,4
3857254,Denmark,Christian Dannemann Eriksen,Andreas Skov Olsen,1
3857254,Denmark,Christian Dannemann Eriksen,Jesper Lindstrøm,2
3857254,Denmark,Christian Dannemann Eriksen,Joachim Andersen,7
3857254,Denmark,Christian Dannemann Eriksen,Joakim Mæhle,5
3857254,Denmark,Christian Dannemann Eriksen,Kasper Dolberg,1
3857254,Denmark,Christian Dannemann Eriksen,Mathias Jensen,1
3857254,Denmark,Christian Dannemann Eriksen,Mikkel Damsgaard,2
3857254,Denmark,Christian Dannemann Eriksen,Pierre-Emile Højbjerg,16
3857254,Denmark,Christian Dannemann Eriksen,Rasmus Nissen Kristensen,8
3857254,Denmark,Christian Dannemann Eriksen,Simon Thorup Kjær,8
3857254,Denmark,Christian Dannemann Eriksen,Thomas Delaney,1
3857254,Denmark,Joachim Andersen,Andreas Christensen,15
3857254,Denmark,Joachim Andersen,Andreas Evald Cornelius,1
3857254,Denmark,Joachim Andersen,Andreas Skov Olsen,1
3857254,Denmark,Joachim Andersen,Christian Dannemann Eriksen,7
3857254,Denmark,Joachim Andersen,Jesper Lindstrøm,1
3857254,Denmark,Joachim Andersen,Joakim Mæhle,1
3857254,Denmark,Joachim Andersen,Kasper Schmeichel,6
3857254,Denmark,Joachim Andersen,Mathias Jensen,2
3857254,Denmark,Joachim Andersen,Mikkel Damsgaard,1
3857254,Denmark,Joachim Andersen,Pierre-Emile Højbjerg,8
3857254,Denmark,Joachim Andersen,Rasmus Nissen Kristensen,11
3857254,Denmark,Joachim Andersen,Simon Thorup Kjær,7
3857254,Denmark,Joachim Andersen,Thomas Delaney,1
3857254,Denmark,Joakim Mæhle,Andreas Christensen,12
3857254,Denmark,Joakim Mæhle,Andreas Evald Cornelius,1
3857254,Denmark,Joakim Mæhle,Andreas Skov Olsen,1
3857254,Denmark,Joakim Mæhle,Christian Dannemann Eriksen,6
3857254,Denmark,Joakim Mæhle,Kasper Dolberg,3
3857254,Denmark,Joakim Mæhle,Mathias Jensen,5
3857254,Denmark,Joakim Mæhle,Mikkel Damsgaard,6
3857254,Denmark,Joakim Mæhle,Pierre-Emile Højbjerg,3
3857254,Denmark,Joakim Mæhle,Rasmus Nissen Kristensen,1
3857254,Denmark,Joakim Mæhle,Thomas Delaney,5
3857254,Denmark,Kasper Dolberg,Andreas Skov Olsen,2
3857254,Denmark,Kasper Dolberg,Christian Dannemann Eriksen,5
3857254,Denmark,Kasper Dolberg,Joachim Andersen,1
3857254,Denmark,Kasper Dolberg,Rasmus Nissen Kristensen,1
3857254,Denmark,Kasper Dolberg,Thomas Delaney,1
3857254,Denmark,Kasper Schmeichel,Andreas Christensen,5
3857254,Denmark,Kasper Schmeichel,Andreas Evald Cornelius,3
3857254,Denmark,Kasper Schmeichel,Andreas Skov Olsen,1
3857254,Denmark,Kasper Schmeichel,Christian Dannemann Eriksen,2
3857254,Denmark,Kasper Schmeichel,Joachim Andersen,4
3857254,Denmark,Kasper Schmeichel,Joakim Mæhle,1
3857254,Denmark,Kasper Schmeichel,Mathias Jensen,1
3857254,Denmark,Kasper Schmeichel,Pierre-Emile Højbjerg,3
3857254,Denmark,Kasper Schmeichel,Simon Thorup Kjær,2
3857254,Denmark,Mathias Jensen,Andreas Christensen,4
3857254,Denmark,Mathias Jensen,Andreas Evald Cornelius,2
3857254,Denmark,Mathias Jensen,Christian Dannemann Eriksen,2
3857254,Denmark,Mathias Jensen,Joachim Andersen,3
3857254,Denmark,Mathias Jensen,Joakim Mæhle,6
3857254,Denmark,Mathias Jensen,Kasper Schmeichel,2
3857254,Denmark,Mathias Jensen,Mikkel Damsgaard,5
3857254,Denmark,Mathias Jensen,Pierre-Emile Højbjerg,4
3857254,Denmark,Mikkel Damsgaard,Andreas Evald Cornelius,1
3857254,Denmark,Mikkel Damsgaard,Andreas Skov Olsen,1
3857254,Denmark,Mikkel Damsgaard,Christian Dannemann Eriksen,3
3857254,Denmark,Mikkel Damsgaard,Joachim Andersen,1
3857254,Denmark,Mikkel Damsgaard,Joakim Mæhle,9
3857254,Denmark,Mikkel Damsgaard,Kasper Dolberg,2
3857254,Denmark,Mikkel Damsgaard,Mathias Jensen,4
3857254,Denmark,Mikkel Damsgaard,Simon Thorup Kjær,1
3857254,Denmark,Pierre-Emile Højbjerg,Andreas Christensen,11
3857254,Denmark,Pierre-Emile Højbjerg,Andreas Skov Olsen,6
3857254,Denmark,Pierre-Emile Højbjerg,Christian Dannemann Eriksen,14
3857254,Denmark,Pierre-Emile Højbjerg,Jesper Lindstrøm,1
3857254,Denmark,Pierre-Emile Højbjerg,Joachim Andersen,8
3857254,Denmark,Pierre-Emile Højbjerg,Joakim Mæhle,2
3857254,Denmark,Pierre-Emile Højbjerg,Kasper Dolberg,3
3857254,Denmark,Pierre-Emile Højbjerg,Kasper Schmeichel,1
3857254,Denmark,Pierre-Emile Højbjerg,Mathias Jensen,5
3857254,Denmark,Pierre-Emile Højbjerg,Mikkel Damsgaard,1
3857254,Denmark,Pierre-Emile Højbjerg,Rasmus Nissen Kristensen,6
3857254,Denmark,Pierre-Emile Højbjerg,Simon Thorup Kjær,7
3857254,Denmark,Pierre-Emile Højbjerg,Thomas Delaney,3
3857254,Denmark,Simon Thorup Kjær,Andreas Christensen,11
3857254,Denmark,Simon Thorup Kjær,Andreas Skov Olsen,1
3857254,Denmark,Simon Thorup Kjær,Christian Dannemann Eriksen,10
3857254,Denmark,Simon Thorup Kjær,Joachim Andersen,7
3857254,Denmark,Simon Thorup Kjær,Joakim Mæhle,1
3857254,Denmark,Simon Thorup Kjær,Kasper Schmeichel,1
3857254,Denmark,Simon Thorup Kjær,Mikkel Damsgaard,4
3857254,Denmark,Simon Thorup Kjær,Pierre-Emile Højbjerg,9
3857254,Denmark,Simon Thorup Kjær,Rasmus Nissen Kristensen,1
3857254,Denmark,Simon Thorup Kjær,Thomas Delaney,5
3857254,Denmark,Thomas Delaney,Andreas Christensen,5
3857254,Denmark,Thomas Delaney,Christian Dannemann Eriksen,3
3857254,Denmark,Thomas Delaney,Joachim Andersen,2
3857254,Denmark,Thomas Delaney,Joakim Mæhle,5
3857254,Denmark,Thomas Delaney,Kasper Dolberg,2
3857254,Denmark,Thomas Delaney,Pierre-Emile Højbjerg,2
3857254,Denmark,Thomas Delaney,Rasmus Nissen Kristensen,2
3857254,Denmark,Thomas Delaney,Simon Thorup Kjær,5
3857254,Denmark,Andreas Evald Cornelius,Joakim Mæhle,1
3857254,Denmark,Andreas Evald Cornelius,Mikkel Damsgaard,2
3857254,Denmark,Andreas Skov Olsen,Christian Dannemann Eriksen,1
3857254,Denmark,Andreas Skov Olsen,Joachim Andersen,1
3857254,Denmark,Andreas Skov Olsen,Kasper Dolberg,2
3857254,Denmark,Andreas Skov Olsen,Pierre-Emile Højbjerg,5
3857254,Denmark,Andreas Skov Olsen,Rasmus Nissen Kristensen,9
3857254,Denmark,Andreas Skov Olsen,Thomas Delaney,1
3857254,Denmark,Rasmus Nissen Kristensen,Andreas Skov Olsen,16
3857254,Denmark,Rasmus Nissen Kristensen,Christian Dannemann Eriksen,2
3857254,Denmark,Rasmus Nissen Kristensen,Jesper Lindstrøm,1
3857254,Denmark,Rasmus Nissen Kristensen,Joachim Andersen,14
3857254,Denmark,Rasmus Nissen Kristensen,Kasper Dolberg,2
3857254,Denmark,Rasmus Nissen Kristensen,Pierre-Emile Højbjerg,7
3857254,Denmark,Rasmus Nissen Kristensen,Thomas Delaney,2
3857254,Denmark,Jesper Lindstrøm,Christian Dannemann Eriksen,2
3857254,Denmark,Jesper Lindstrøm,Joachim Andersen,1
3857254,Tunisia,Ali Abdi,Anis Ben Slimane,3
3857254,Tunisia,Ali Abdi,Aymen Dahmen,1
3857254,Tunisia,Ali Abdi,Aïssa Bilal Laïdouni,4
3857254,Tunisia,Ali Abdi,Ellyes Joris Skhiri,2
3857254,Tunisia,Ali Abdi,Issam Jebali,2
3857254,Tunisia,Ali Abdi,Montassar Omar Talbi,6
3857254,Tunisia,Ali Abdi,Naïm Sliti,3
3857254,Tunisia,Ali Abdi,Youssef Msakni,6
3857254,Tunisia,Anis Ben Slimane,Aïssa Bilal Laïdouni,4
3857254,Tunisia,Anis Ben Slimane,Dylan Daniel Mahmoud Bronn,2
3857254,Tunisia,Anis Ben Slimane,Issam Jebali,1
3857254,Tunisia,Anis Ben Slimane,Mohamed Dräger,3
3857254,Tunisia,Anis Ben Slimane,Montassar Omar Talbi,1
3857254,Tunisia,Anis Ben Slimane,Yassine Meriah,2
3857254,Tunisia,Anis Ben Slimane,Youssef Msakni,4
3857254,Tunisia,Aymen Dahmen,Ali Abdi,4
3857254,Tunisia,Aymen Dahmen,Anis Ben Slimane,1
3857254,Tunisia,Aymen Dahmen,Aïssa Bilal Laïdouni,1
3857254,Tunisia,Aymen Dahmen,Dylan Daniel Mahmoud Bronn,2
3857254,Tunisia,Aymen Dahmen,Mohamed Dräger,2
3857254,Tunisia,Aymen Dahmen,Montassar Omar Talbi,3
3857254,Tunisia,Aymen Dahmen,Taha Yassine Khenissi,1
3857254,Tunisia,Aymen Dahmen,Yassine Meriah,11
3857254,Tunisia,Aïssa Bilal Laïdouni,Ali Abdi,7
3857254,Tunisia,Aïssa Bilal Laïdouni,Anis Ben Slimane,2
3857254,Tunisia,Aïssa Bilal Laïdouni,Dylan Daniel Mahmoud Bronn,3
3857254,Tunisia,Aïssa Bilal Laïdouni,Ellyes Joris Skhiri,6
3857254,Tunisia,Aïssa Bilal Laïdouni,Hannibal Mejbri,1
3857254,Tunisia,Aïssa Bilal Laïdouni,Issam Jebali,1
3857254,Tunisia,Aïssa Bilal Laïdouni,Mohamed Dräger,3
3857254,Tunisia,Aïssa Bilal Laïdouni,Montassar Omar Talbi,5
3857254,Tunisia,Aïssa Bilal Laïdouni,Yassine Meriah,4
3857254,Tunisia,Aïssa Bilal Laïdouni,Youssef Msakni,4
3857254,Tunisia,Ellyes Joris Skhiri,Ali Abdi,3
3857254,Tunisia,Ellyes Joris Skhiri,Aïssa Bilal Laïdouni,7
3857254,Tunisia,Ellyes Joris Skhiri,Dylan Daniel Mahmoud Bronn,1
3857254,Tunisia,Ellyes Joris Skhiri,Issam Jebali,4
3857254,Tunisia,Ellyes Joris Skhiri,Mohamed Dräger,3
3857254,Tunisia,Ellyes Joris Skhiri,Montassar Omar Talbi,6
3857254,Tunisia,Ellyes Joris Skhiri,Yassine Meriah,2
3857254,Tunisia,Ellyes Joris Skhiri,Youssef Msakni,4
3857254,Tunisia,Issam Jebali,Ali Abdi,1
3857254,Tunisia,Issam Jebali,Anis Ben Slimane,4
3857254,Tunisia,Issam Jebali,Aïssa Bilal Laïdouni,1
3857254,Tunisia,Issam Jebali,Naïm Sliti,3
3857254,Tunisia,Issam Jebali,Yassine Meriah,1
3857254,Tunisia,Issam Jebali,Youssef Msakni,5
3857254,Tunisia,Montassar Omar Talbi,Ali Abdi,10
3857254,Tunisia,Montassar Omar Talbi,Anis Ben Slimane,1
3857254,Tunisia,Montassar Omar Talbi,Aymen Dahmen,7
3857254,Tunisia,Montassar Omar Talbi,Aïssa Bilal Laïdouni,3
3857254,Tunisia,Montassar Omar Talbi,Dylan Daniel Mahmoud Bronn,2
3857254,Tunisia,Montassar Omar Talbi,Ellyes Joris Skhiri,4
3857254,Tunisia,Montassar Omar Talbi,Mohamed Dräger,1
3857254,Tunisia,Montassar Omar Talbi,Taha Yassine Khenissi,1
3857254,Tunisia,Montassar Omar Talbi,Yassine Meriah,9
3857254,Tunisia,Naïm Sliti,Ali Abdi,1
3857254,Tunisia,Naïm Sliti,Aïssa Bilal Laïdouni,2
3857254,Tunisia,Naïm Sliti,Ferjani Sassi,1
3857254,Tunisia,Naïm Sliti,Mohamed Dräger,1
3857254,Tunisia,Naïm Sliti,Montassar Omar Talbi,1
3857254,Tunisia,Youssef Msakni,Ali Abdi,2
3857254,Tunisia,Youssef Msakni,Anis Ben Slimane,5
3857254,Tunisia,Youssef Msakni,Ellyes Joris Skhiri,4
3857254,Tunisia,Youssef Msakni,Issam Jebali,4
3857254,Tunisia,Youssef Msakni,Mohamed Dräger,2
3857254,Tunisia,Youssef Msakni,Montassar Omar Talbi,1
3857254,Tunisia,Youssef Msakni,Yassine Meriah,1
3857254,Tunisia,Dylan Daniel Mahmoud Bronn,Aymen Dahmen,3
3857254,Tunisia,Dylan Daniel Mahmoud Bronn,Aïssa Bilal Laïdouni,1
3857254,Tunisia,Dylan Daniel Mahmoud Bronn,Ellyes Joris Skhiri,1
3857254,Tunisia,Dylan Daniel Mahmoud Bronn,Issam Jebali,2
3857254,Tunisia,Dylan Daniel Mahmoud Bronn,Mohamed Dräger,7
3857254,Tunisia,Dylan Daniel Mahmoud Bronn,Yassine Meriah,15
3857254,Tunisia,Dylan Daniel Mahmoud Bronn,Youssef Msakni,1
3857254,Tunisia,Mohamed Dräger,Anis Ben Slimane,1
3857254,Tunisia,Mohamed Dräger,Aymen Dahmen,1
3857254,Tunisia,Mohamed Dräger,Aïssa Bilal Laïdouni,4
3857254,Tunisia,Mohamed Dräger,Dylan Daniel Mahmoud Bronn,7
3857254,Tunisia,Mohamed Dräger,Ellyes Joris Skhiri,3
3857254,Tunisia,Mohamed Dräger,Issam Jebali,5
3857254,Tunisia,Mohamed Dräger,Yassine Meriah,1
3857254,Tunisia,Mohamed Dräger,Youssef Msakni,1
3857254,Tunisia,Yassine Meriah,Ali Abdi,1
3857254,Tunisia,Yassine Meriah,Anis Ben Slimane,1
3857254,Tunisia,Yassine Meriah,Aymen Dahmen,7
3857254,Tunisia,Yassine Meriah,Aïssa Bilal Laïdouni,5
3857254,Tunisia,Yassine Meriah,Dylan Daniel Mahmoud Bronn,13
3857254,Tunisia,Yassine Meriah,Ellyes Joris Skhiri,4
3857254,Tunisia,Yassine Meriah,Issam Jebali,1
3857254,Tunisia,Yassine Meriah,Mohamed Dräger,2
3857254,Tunisia,Yassine Meriah,Montassar Omar Talbi,10
3857254,Tunisia,Taha Yassine Khenissi,Naïm Sliti,1
3857254,Tunisia,Hannibal Mejbri,Dylan Daniel Mahmoud Bronn,1
3857254,Tunisia,Hannibal Mejbri,Yassine Meriah,1
3857254,Tunisia,Ferjani Sassi,Naïm Sliti,1
3857254,Tunisia,Wajdi Kechrida,Ferjani Sassi,1
3857255,Japan,Ao Tanaka,Daichi Kamada,1
3857255,Japan,Ao Tanaka,Daizen Maeda,1
3857255,Japan,Ao Tanaka,Hidemasa Morita,2
3857255,Japan,Ao Tanaka,Junya Ito,6
3857255,Japan,Ao Tanaka,Kaoru Mitoma,1
3857255,Japan,Ao Tanaka,Ko Itakura,1
3857255,Japan,Ao Tanaka,Maya Yoshida,1
3857255,Japan,Ao Tanaka,Ritsu Doan,2
3857255,Japan,Ao Tanaka,Shogo Taniguchi,2
3857255,Japan,Ao Tanaka,Takuma Asano,3
3857255,Japan,Daichi Kamada,Ao Tanaka,2
3857255,Japan,Daichi Kamada,Junya Ito,1
3857255,Japan,Daichi Kamada,Shogo Taniguchi,4
3857255,Japan,Daichi Kamada,Takefusa Kubo,1
3857255,Japan,Daichi Kamada,Yuto Nagatomo,2
3857255,Japan,Daizen Maeda,Ko Itakura,1
3857255,Japan,Daizen Maeda,Takefusa Kubo,2
3857255,Japan,Hidemasa Morita,Ao Tanaka,6
3857255,Japan,Hidemasa Morita,Daichi Kamada,1
3857255,Japan,Hidemasa Morita,Junya Ito,3
3857255,Japan,Hidemasa Morita,Kaoru Mitoma,1
3857255,Japan,Hidemasa Morita,Ko Itakura,2
3857255,Japan,Hidemasa Morita,Maya Yoshida,3
3857255,Japan,Hidemasa Morita,Ritsu Doan,1
3857255,Japan,Hidemasa Morita,Shogo Taniguchi,6
3857255,Japan,Hidemasa Morita,Takefusa Kubo,1
3857255,Japan,Hidemasa Morita,Takuma Asano,2
3857255,Japan,Junya Ito,Ao Tanaka,5
3857255,Japan,Junya Ito,Daizen Maeda,1
3857255,Japan,Junya Ito,Hidemasa Morita,1
3857255,Japan,Junya Ito,Kaoru Mitoma,2
3857255,Japan,Junya Ito,Ko Itakura,3
3857255,Japan,Junya Ito,Maya Yoshida,2
3857255,Japan,Junya Ito,Ritsu Doan,2
3857255,Japan,Junya Ito,Takefusa Kubo,4
3857255,Japan,Kaoru Mitoma,Ao Tanaka,1
3857255,Japan,Kaoru Mitoma,Hidemasa Morita,1
3857255,Japan,Kaoru Mitoma,Junya Ito,1
3857255,Japan,Kaoru Mitoma,Ritsu Doan,1
3857255,Japan,Kaoru Mitoma,Shogo Taniguchi,3
3857255,Japan,Kaoru Mitoma,Takuma Asano,1
3857255,Japan,Ko Itakura,Ao Tanaka,1
3857255,Japan,Ko Itakura,Daichi Kamada,1
3857255,Japan,Ko Itakura,Hidemasa Morita,3
3857255,Japan,Ko Itakura,Junya Ito,4
3857255,Japan,Ko Itakura,Maya Yoshida,3
3857255,Japan,Ko Itakura,Shūichi Gonda,3
3857255,Japan,Ko Itakura,Takehiro Tomiyasu,1
3857255,Japan,Maya Yoshida,Ao Tanaka,1
3857255,Japan,Maya Yoshida,Daichi Kamada,4
3857255,Japan,Maya Yoshida,Hidemasa Morita,3
3857255,Japan,Maya Yoshida,Junya Ito,1
3857255,Japan,Maya Yoshida,Ko Itakura,1
3857255,Japan,Maya Yoshida,Shogo Taniguchi,1
3857255,Japan,Maya Yoshida,Shūichi Gonda,4
3857255,Japan,Maya Yoshida,Yuto Nagatomo,2
3857255,Japan,Ritsu Doan,Kaoru Mitoma,1
3857255,Japan,Ritsu Doan,Ko Itakura,1
3857255,Japan,Shogo Taniguchi,Ao Tanaka,1
3857255,Japan,Shogo Taniguchi,Daichi Kamada,4
3857255,Japan,Shogo Taniguchi,Daizen Maeda,1
3857255,Japan,Shogo Taniguchi,Hidemasa Morita,9
3857255,Japan,Shogo Taniguchi,Junya Ito,1
3857255,Japan,Shogo Taniguchi,Kaoru Mitoma,4
3857255,Japan,Shogo Taniguchi,Ko Itakura,1
3857255,Japan,Shogo Taniguchi,Maya Yoshida,1
3857255,Japan,Shogo Taniguchi,Shūichi Gonda,2
3857255,Japan,Shogo Taniguchi,Yuto Nagatomo,2
3857255,Japan,Takuma Asano,Ao Tanaka,1
3857255,Japan,Takuma Asano,Daichi Kamada,1
3857255,Japan,Takuma Asano,Hidemasa Morita,1
3857255,Japan,Takuma Asano,Kaoru Mitoma,1
3857255,Japan,Takefusa Kubo,Ao Tanaka,2
3857255,Japan,Takefusa Kubo,Daichi Kamada,1
3857255,Japan,Takefusa Kubo,Hidemasa Morita,1
3857255,Japan,Takefusa Kubo,Yuto Nagatomo,2
3857255,Japan,Yuto Nagatomo,Daichi Kamada,1
3857255,Japan,Yuto Nagatomo,Hidemasa Morita,2
3857255,Japan,Yuto Nagatomo,Shogo Taniguchi,2
3857255,Japan,Yuto Nagatomo,Takefusa Kubo,2
3857255,Japan,Shūichi Gonda,Ao Tanaka,1
3857255,Japan,Shūichi Gonda,Hidemasa Morita,1
3857255,Japan,Shūichi Gonda,Junya Ito,1
3857255,Japan,Shūichi Gonda,Ko Itakura,2
3857255,Japan,Shūichi Gonda,Maya Yoshida,2
3857255,Japan,Shūichi Gonda,Ritsu Doan,1
3857255,Japan,Shūichi Gonda,Takuma Asano,1
3857255,Japan,Shūichi Gonda,Yuto Nagatomo,2
3857255,Japan,Takehiro Tomiyasu,Hidemasa Morita,1
3857255,Spain,Alejandro Balde Martínez,Daniel Olmo Carvajal,9
3857255,Spain,Alejandro Balde Martínez,Pau Francisco Torres,30
3857255,Spain,Alejandro Balde Martínez,Pedro González López,15
3857255,Spain,Alejandro Balde Martínez,Rodrigo Hernández Cascante,1
3857255,Spain,Alejandro Balde Martínez,Unai Simón Mendibil,3
3857255,Spain,Daniel Olmo Carvajal,Alejandro Balde Martínez,11
3857255,Spain,Daniel Olmo Carvajal,Daniel Carvajal Ramos,4
3857255,Spain,Daniel Olmo Carvajal,Ferrán Torres García,2
3857255,Spain,Daniel Olmo Carvajal,Marco Asensio Willemsen,6
3857255,Spain,Daniel Olmo Carvajal,Pablo Martín Páez Gavira,1
3857255,Spain,Daniel Olmo Carvajal,Pau Francisco Torres,3
3857255,Spain,Daniel Olmo Carvajal,Pedro González López,5
3857255,Spain,Daniel Olmo Carvajal,Rodrigo Hernández Cascante,2
3857255,Spain,Daniel Olmo Carvajal,Sergio Busquets i Burgos,1
3857255,Spain,Daniel Olmo Carvajal,Álvaro Borja Morata Martín,1
3857255,Spain,Pau Francisco Torres,Alejandro Balde Martínez,25
3857255,Spain,Pau Francisco Torres,Anssumane Fati,1
3857255,Spain,Pau Francisco Torres,César Azpilicueta Tanco,1
3857255,Spain,Pau Francisco Torres,Daniel Carvajal Ramos,1
3857255,Spain,Pau Francisco Torres,Daniel Olmo Carvajal,7
3857255,Spain,Pau Francisco Torres,Jordi Alba Ramos,7
3857255,Spain,Pau Francisco Torres,Pablo Martín Páez Gavira,1
3857255,Spain,Pau Francisco Torres,Pedro González López,31
3857255,Spain,Pau Francisco Torres,Rodrigo Hernández Cascante,67
3857255,Spain,Pau Francisco Torres,Sergio Busquets i Burgos,15
3857255,Spain,Pau Francisco Torres,Unai Simón Mendibil,10
3857255,Spain,Pau Francisco Torres,Álvaro Borja Morata Martín,5
3857255,Spain,Pedro González López,Alejandro Balde Martínez,13
3857255,Spain,Pedro González López,Anssumane Fati,3
3857255,Spain,Pedro González López,César Azpilicueta Tanco,2
3857255,Spain,Pedro González López,Daniel Carvajal Ramos,3
3857255,Spain,Pedro González López,Daniel Olmo Carvajal,10
3857255,Spain,Pedro González López,Jordi Alba Ramos,22
3857255,Spain,Pedro González López,Marco Asensio Willemsen,1
3857255,Spain,Pedro González López,Nicholas Williams Arthuer,1
3857255,Spain,Pedro González López,Pablo Martín Páez Gavira,4
3857255,Spain,Pedro González López,Pau Francisco Torres,13
3857255,Spain,Pedro González López,Rodrigo Hernández Cascante,34
3857255,Spain,Pedro González López,Sergio Busquets i Burgos,8
3857255,Spain,Pedro González López,Álvaro Borja Morata Martín,2
3857255,Spain,Rodrigo Hernández Cascante,Alejandro Balde Martínez,3
3857255,Spain,Rodrigo Hernández Cascante,César Azpilicueta Tanco,32
3857255,Spain,Rodrigo Hernández Cascante,Daniel Carvajal Ramos,22
3857255,Spain,Rodrigo Hernández Cascante,Daniel Olmo Carvajal,8
3857255,Spain,Rodrigo Hernández Cascante,Ferrán Torres García,5
3857255,Spain,Rodrigo Hernández Cascante,Marco Asensio Willemsen,12
3857255,Spain,Rodrigo Hernández Cascante,Nicholas Williams Arthuer,2
3857255,Spain,Rodrigo Hernández Cascante,Pablo Martín Páez Gavira,12
3857255,Spain,Rodrigo Hernández Cascante,Pau Francisco Torres,69
3857255,Spain,Rodrigo Hernández Cascante,Pedro González López,17
3857255,Spain,Rodrigo Hernández Cascante,Sergio Busquets i Burgos,16
3857255,Spain,Rodrigo Hernández Cascante,Unai Simón Mendibil,7
3857255,Spain,Rodrigo Hernández Cascante,Álvaro Borja Morata Martín,1
3857255,Spain,Unai Simón Mendibil,Alejandro Balde Martínez,1
3857255,Spain,Unai Simón Mendibil,César Azpilicueta Tanco,3
3857255,Spain,Unai Simón Mendibil,Jordi Alba Ramos,1
3857255,Spain,Unai Simón Mendibil,Pau Francisco Torres,16
3857255,Spain,Unai Simón Mendibil,Rodrigo Hernández Cascante,16
3857255,Spain,Anssumane Fati,Jordi Alba Ramos,10
3857255,Spain,Anssumane Fati,Marco Asensio Willemsen,1
3857255,Spain,Anssumane Fati,Pedro González López,5
3857255,Spain,Anssumane Fati,Sergio Busquets i Burgos,1
3857255,Spain,Jordi Alba Ramos,Anssumane Fati,9
3857255,Spain,Jordi Alba Ramos,Marco Asensio Willemsen,3
3857255,Spain,Jordi Alba Ramos,Pau Francisco Torres,3
3857255,Spain,Jordi Alba Ramos,Pedro González López,27
3857255,Spain,Jordi Alba Ramos,Rodrigo Hernández Cascante,4
3857255,Spain,Jordi Alba Ramos,Sergio Busquets i Burgos,2
3857255,Spain,Jordi Alba Ramos,Unai Simón Mendibil,1
3857255,Spain,Marco Asensio Willemsen,Anssumane Fati,3
3857255,Spain,Marco Asensio Willemsen,Daniel Carvajal Ramos,6
3857255,Spain,Marco Asensio Willemsen,Daniel Olmo Carvajal,1
3857255,Spain,Marco Asensio Willemsen,Ferrán Torres García,1
3857255,Spain,Marco Asensio Willemsen,Jordi Alba Ramos,3
3857255,Spain,Marco Asensio Willemsen,Pau Francisco Torres,3
3857255,Spain,Marco Asensio Willemsen,Pedro González López,2
3857255,Spain,Marco Asensio Willemsen,Rodrigo Hernández Cascante,1
3857255,Spain,Sergio Busquets i Burgos,Alejandro Balde Martínez,1
3857255,Spain,Sergio Busquets i Burgos,Anssumane Fati,2
3857255,Spain,Sergio Busquets i Burgos,César Azpilicueta Tanco,5
3857255,Spain,Sergio Busquets i Burgos,Daniel Carvajal Ramos,1
3857255,Spain,Sergio Busquets i Burgos,Daniel Olmo Carvajal,5
3857255,Spain,Sergio Busquets i Burgos,Jordi Alba Ramos,3
3857255,Spain,Sergio Busquets i Burgos,Marco Asensio Willemsen,1
3857255,Spain,Sergio Busquets i Burgos,Nicholas Williams Arthuer,1
3857255,Spain,Sergio Busquets i Burgos,Pablo Martín Páez Gavira,3
3857255,Spain,Sergio Busquets i Burgos,Pau Francisco Torres,12
3857255,Spain,Sergio Busquets i Burgos,Pedro González López,14
3857255,Spain,Sergio Busquets i Burgos,Rodrigo Hernández Cascante,15
3857255,Spain,Sergio Busquets i Burgos,Unai Simón Mendibil,2
3857255,Spain,Sergio Busquets i Burgos,Álvaro Borja Morata Martín,4
3857255,Spain,César Azpilicueta Tanco,Nicholas Williams Arthuer,15
3857255,Spain,César Azpilicueta Tanco,Pablo Martín Páez Gavira,12
3857255,Spain,César Azpilicueta Tanco,Pau Francisco Torres,6
3857255,Spain,César Azpilicueta Tanco,Rodrigo Hernández Cascante,23
3857255,Spain,César Azpilicueta Tanco,Sergio Busquets i Burgos,9
3857255,Spain,César Azpilicueta Tanco,Unai Simón Mendibil,3
3857255,Spain,César Azpilicueta Tanco,Álvaro Borja Morata Martín,2
3857255,Spain,Nicholas Williams Arthuer,César Azpilicueta Tanco,12
3857255,Spain,Nicholas Williams Arthuer,Pablo Martín Páez Gavira,6
3857255,Spain,Nicholas Williams Arthuer,Sergio Busquets i Burgos,4
3857255,Spain,Pablo Martín Páez Gavira,César Azpilicueta Tanco,8
3857255,Spain,Pablo Martín Páez Gavira,Daniel Carvajal Ramos,1
3857255,Spain,Pablo Martín Páez Gavira,Nicholas Williams Arthuer,3
3857255,Spain,Pablo Martín Páez Gavira,Pau Francisco Torres,10
3857255,Spain,Pablo Martín Páez Gavira,Pedro González López,2
3857255,Spain,Pablo Martín Páez Gavira,Rodrigo Hernández Cascante,9
3857255,Spain,Pablo Martín Páez Gavira,Sergio Busquets i Burgos,5
3857255,Spain,Pablo Martín Páez Gavira,Unai Simón Mendibil,2
