match_id,year,team,total_players,eligible_players,targeted_player,targeted_efficiency_damage,targeted_progressive_capacity_damage,targeted_pass_involvement,targeted_betweenness,targeted_pass_involvement_rank,eligible_efficiency_damage_mean,eligible_efficiency_damage_std,eligible_progressive_damage_mean,targeted_excess_efficiency_damage,targeted_standardized_gap,targeted_to_random_ratio,targeted_damage_percentile,top1_top2_gap
7561,2018,Iceland,14,12,Gylfi Þór Sigurðsson,0.117624521072797,0.2352941176470588,48,0.1339743589743589,4,0.016826309067688686,0.03421438717058638,0.16666666666666663,0.10079821200510831,2.946076792273021,6.990512333965721,100.0,0.0885057471264364
7562,2018,Australia,14,14,Mark Milligan,0.0265392781316348,0.3055555555555556,147,0.169017094017094,1,7.186711543332487e-17,0.01769992781372934,0.14285714285714282,0.026539278131634727,1.499400359760165,,100.0,0.007430997876857699
7562,2018,Peru,14,14,Miguel Ángel Trauco Saavedra,0.0205761316872427,0.396039603960396,101,0.0589743589743589,1,-7.087584487562383e-17,0.015602624370476431,0.14285714285714285,0.02057613168724277,1.318760946791573,,100.0,0.007201646090535
7563,2018,Denmark,13,13,Jens Stryger Larsen,0.0207792207792208,0.1052631578947368,34,0.184090909090909,8,4.590345197969397e-17,0.015033554419208034,0.1538461538461538,0.020779220779220755,1.3821894809301793,,100.0,0.0084415584415585
7563,2018,France,14,14,N'Golo Kanté,0.0229166666666667,0.1647727272727272,138,0.1561965811965811,3,-7.186711543332487e-18,0.016036254498271493,0.14285714285714282,0.022916666666666707,1.4290535654155923,,100.0,0.0
7564,2018,Argentina,13,13,Gabriel Iván Mercado,0.0207792207792208,0.1092436974789916,83,0.0795454545454545,6,3.896455807578674e-17,0.017081748620734877,0.1538461538461538,0.020779220779220762,1.2164574740315324,,100.0,0.0
7564,2018,Nigeria,14,12,Brian Oladapo Idowu,0.1203065134099621,0.328125,59,0.268070818070818,2,0.01704980842911925,0.03350701949511395,0.1640625,0.10325670498084284,3.0816439819692083,7.056179775280726,100.0,0.09386973180076619
7565,2018,Brazil,14,14,Carlos Henrique Casimiro,0.0179324894514768,0.1463414634146341,113,0.0196581196581196,3,0.00017580872011253558,0.017258829635101995,0.14285714285714282,0.017756680731364265,1.0288461678334035,101.9999999999896,100.0,0.0
7565,2018,Serbia,13,13,Antonio Rukavina,0.0222367560497057,0.1891891891891892,55,0.1527236652236652,7,6.138252299610241e-17,0.016179616581887428,0.1538461538461538,0.02223675604970564,1.374368541872555,,100.0,0.008502289077828601
7566,2018,Mexico,14,14,Héctor Miguel Herrera López,0.0217391304347825,0.2983870967741935,134,0.0176282051282051,1,-6.443258625056713e-17,0.015970236667227196,0.14285714285714282,0.021739130434782566,1.3612278194595462,,100.0,0.0072463768115942
7566,2018,Sweden,14,13,Andreas Granqvist,0.1154147104851334,0.1525423728813559,33,0.1429487179487179,3,0.011977850006019551,0.03540186848758874,0.15384615384615377,0.10343686047911385,2.921790992906969,9.635678391959404,100.0,0.0848982785602502
7567,2018,Germany,14,14,Joshua Kimmich,0.0194274028629857,0.2433862433862433,153,0.0422008547008547,3,4.312026925999492e-17,0.015873389259979546,0.14285714285714277,0.01942740286298566,1.2238975901615792,,100.0,0.0
7567,2018,South Korea,14,14,Heung-Min Son,0.0317460317460317,0.3548387096774194,43,0.1802808302808302,3,0.00018896447467879458,0.018984112598866048,0.14285714285714282,0.03155706727135291,1.6622882479762504,167.9999999999694,100.0,0.007936507936507901
7568,2018,Costa Rica,14,12,Bryan Oviedo,0.0537949921752749,0.2210526315789473,53,0.2361111111111111,5,0.0128292905581648,0.01846864996441337,0.1666666666666666,0.0409657016171101,2.218121069815366,4.193138500635077,100.0,0.023278560250391198
7568,2018,Switzerland,14,14,Granit Xhaka,0.0265392781316348,0.3129251700680272,188,0.048076923076923,1,5.650242178895886e-17,0.018569910493137883,0.14285714285714285,0.026539278131634744,1.4291548761875708,,100.0,0.007430997876857699
7569,2018,Panama,14,14,Gabriel Enrique Gómez Girón,0.029082774049217,0.1538461538461538,55,0.0811507936507936,1,0.00018642803877705685,0.017353837016927966,0.14285714285714285,0.028896346010439944,1.6651271982243885,155.99999999997925,100.0,0.0052199850857569015
7569,2018,Tunisia,14,13,Anice Badri,0.0876068376068378,0.0638297872340425,34,0.3222374847374847,12,0.011669953977646232,0.025207481279001777,0.15384615384615383,0.07593688362919157,3.0124740662784175,7.507042253521178,100.0,0.0673076923076926
