match_id,team,player,passes_sent,passes_received,weighted_in_degree,weighted_out_degree,total_weighted_degree,betweenness_centrality,unique_passing_partners,progressive_passes_sent,progressive_passes_received
3857284,Germany,Nico Schlotterbeck,109,96,96,109,205,0.09166666666666667,14,30,25
3857284,Germany,Antonio Rüdiger,106,104,104,106,210,0.19992063492063494,12,32,0
3857284,Germany,Niklas Süle,95,82,82,95,177,0.025396825396825397,11,28,13
3857284,Germany,Jamal Musiala,38,52,52,38,90,0.0,8,9,27
3857284,Germany,David Raum,60,59,59,60,119,0.1844973544973545,12,9,29
3857284,Germany,Serge Gnabry,39,48,48,39,87,0.05952380952380953,11,4,22
3857284,Germany,Thomas Müller,32,37,37,32,69,0.02605820105820106,10,5,18
3857284,Germany,İlkay Gündoğan,64,62,62,64,126,0.003968253968253968,10,19,13
3857284,Germany,Jonas Hofmann,15,17,17,15,32,0.05701058201058202,8,1,6
3857284,Germany,Leon Goretzka,7,8,8,7,15,0.16957671957671958,8,2,3
3857284,Germany,Mario Götze,4,4,4,4,8,0.09714285714285716,7,1,1
3857284,Germany,Niclas Füllkrug,3,6,6,3,9,0.11441798941798943,7,1,4
3857284,Germany,Youssoufa Moukoko,2,1,1,2,3,0.014021164021164023,2,0,1
3857284,Japan,Ko Itakura,22,17,17,22,39,0.02523809523809524,11,8,2
3857284,Japan,Ao Tanaka,23,28,28,23,51,0.06958049886621318,12,5,11
3857284,Japan,Daizen Maeda,2,4,4,2,6,0.03104308390022676,6,0,2
3857284,Japan,Wataru Endo,24,18,18,24,42,0.21833333333333332,13,7,5
3857284,Japan,Yuto Nagatomo,10,6,6,10,16,0.11905895691609979,8,4,5
3857284,Japan,Hiroki Sakai,17,17,17,17,34,0.06563492063492064,10,10,7
3857284,Japan,Takefusa Kubo,1,3,3,1,4,0.08873015873015874,4,0,3
3857284,Japan,Daichi Kamada,15,17,17,15,32,0.07405895691609979,10,7,8
3857284,Japan,Maya Yoshida,32,32,32,32,64,0.024285714285714285,10,9,0
3857284,Japan,Junya Ito,7,15,15,7,22,0.15111111111111114,7,1,12
3857284,Japan,Shūichi Gonda,23,18,18,23,41,0.12683673469387755,9,8,0
3857284,Japan,Takehiro Tomiyasu,18,15,15,18,33,0.020000000000000004,8,7,2
3857284,Japan,Takuma Asano,5,10,10,5,15,0.14706349206349206,9,2,7
3857284,Japan,Kaoru Mitoma,13,6,6,13,19,0.13166666666666668,9,3,4
3857284,Japan,Takumi Minamino,1,5,5,1,6,0.03507936507936508,3,0,3
3857284,Japan,Ritsu Doan,2,4,4,2,6,0.0,3,1,1
3857285,Netherlands,Vincent Janssen,9,12,12,9,21,0.05512820512820513,7,1,3
3857285,Netherlands,Frenkie de Jong,57,56,56,57,113,0.017307692307692305,12,16,13
3857285,Netherlands,Daley Blind,46,38,38,46,84,0.18525641025641026,12,11,16
3857285,Netherlands,Nathan Aké,57,58,58,57,115,0.026175213675213672,9,22,4
3857285,Netherlands,Virgil van Dijk,49,51,51,49,100,0.10833333333333332,10,11,2
3857285,Netherlands,Steven Berghuis,38,36,36,38,74,0.17628205128205127,11,10,14
3857285,Netherlands,Matthijs de Ligt,40,36,36,40,76,0.0625,10,12,5
3857285,Netherlands,Andries Noppert,25,12,12,25,37,0.0485042735042735,8,15,0
3857285,Netherlands,Denzel Dumfries,25,33,33,25,58,0.13952991452991453,11,2,20
3857285,Netherlands,Cody Mathès Gakpo,14,15,15,14,29,0.07467948717948718,9,2,6
3857285,Netherlands,Steven Bergwijn,16,22,22,16,38,0.03824786324786325,7,2,12
3857285,Netherlands,Memphis Depay,10,18,18,10,28,0.18985042735042731,9,0,11
3857285,Netherlands,Teun Koopmeiners,4,4,4,4,8,0.02564102564102564,4,3,1
3857285,Netherlands,Davy Klaassen,3,2,2,3,5,0.058974358974358966,5,0,0
3857285,Senegal,Ismaïla Sarr,14,28,28,14,42,0.13724965510679793,12,2,17
3857285,Senegal,Boulaye Dia,11,12,12,11,23,0.17778947243232956,8,1,4
3857285,Senegal,Youssouf Sabaly,61,54,54,61,115,0.0013736263736263737,12,13,15
3857285,Senegal,Nampalys Mendy,38,37,37,38,75,0.0965344179629894,11,11,3
3857285,Senegal,Krépin Diatta,32,37,37,32,69,0.0034340659340659344,9,6,11
3857285,Senegal,Idrissa Gana Gueye,36,32,32,36,68,0.16881927596213311,13,5,10
3857285,Senegal,Abdou Diallo,13,20,20,13,33,0.02710622710622711,9,3,6
3857285,Senegal,Kalidou Koulibaly,40,35,35,40,75,0.1320102516531088,14,13,0
3857285,Senegal,Cheikhou Kouyaté,21,19,19,21,40,0.0926906426906427,10,1,6
3857285,Senegal,Pape Abou Cissé,21,24,24,21,45,0.08562271062271062,12,14,0
3857285,Senegal,Edouard Mendy,27,16,16,27,43,0.01222765329908187,8,10,0
3857285,Senegal,Ismail Jakobs,10,8,8,10,18,0.02417582417582418,7,4,3
3857285,Senegal,Pape Gueye,9,9,9,9,18,0.07152014652014653,7,1,2
3857285,Senegal,Nicolas Jackson,9,9,9,9,18,0.022161172161172162,4,2,6
3857285,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,2,4,4,2,6,0.11416678559535702,6,0,3
3857286,Qatar,Almoez Ali Zainalabiddin Abdulla,7,8,8,7,15,0.18506493506493507,8,0,5
3857286,Qatar,Akram Hassan Afif,33,37,37,33,70,0.001893939393939394,9,4,16
3857286,Qatar,Hassan Khalid Al Heidos,22,30,30,22,52,0.08234126984126985,10,0,14
3857286,Qatar,Bassam Hisham Al Rawi,48,45,45,48,93,0.08910533910533912,12,20,2
3857286,Qatar,Pedro Miguel Correia,26,24,24,26,50,0.01939033189033189,9,4,16
3857286,Qatar,Boualem Khoukhi,66,62,62,66,128,0.1268939393939394,10,20,0
3857286,Qatar,Abdelkarim Hassan Al Haj Fadlalla,57,55,55,57,112,0.025703463203463204,10,18,2
3857286,Qatar,Abdulaziz Hatem Mohammed Abdullah,30,39,39,30,69,0.27534271284271283,11,8,14
3857286,Qatar,Homam Alamin Ahmed,29,25,25,29,54,0.07638888888888888,11,1,12
3857286,Qatar,Karim Boudiaf,42,39,39,42,81,0.0588023088023088,10,12,8
3857286,Qatar,Saad Abdullah Al Sheeb,17,9,9,17,26,0.159992784992785,9,6,0
3857286,Qatar,Mohammed Waed Abdulwahhab Al Bayati,2,5,5,2,7,0.1663059163059163,5,0,2
3857286,Qatar,Mohammed Muntari,3,4,4,3,7,0.0,4,0,2
3857286,Ecuador,Piero Martín Hincapié Reyna,68,66,66,68,134,0.020547706261991976,11,16,2
3857286,Ecuador,Pervis Josué Estupiñán Tenorio,60,52,52,60,112,0.18986568986568989,13,14,16
3857286,Ecuador,Angelo Smit Preciado Quiñónez,42,31,31,42,73,0.08802982731554161,13,16,8
3857286,Ecuador,Michael Steveen Estrada Martínez,12,22,22,12,34,0.12595063666492237,11,4,15
3857286,Ecuador,Felix Eduardo Torres Caicedo,50,50,50,50,100,0.10277341705913136,10,12,0
3857286,Ecuador,Enner Remberto Valencia Lastra,14,26,26,14,40,0.04610151753008897,8,1,15
3857286,Ecuador,Jhegson Sebastián Méndez Carabalí,76,67,67,76,143,0.0061486132914704335,11,17,1
3857286,Ecuador,Moisés Isaac Caicedo Corozo,44,40,40,44,84,0.0013736263736263737,11,8,6
3857286,Ecuador,Romario Andrés Ibarra Mina,11,13,13,11,24,0.024341531484388626,7,2,9
3857286,Ecuador,Hernán Ismael Galíndez,10,7,7,10,17,0.026159951159951157,8,6,0
3857286,Ecuador,Gonzalo Jordy Plata Jiménez,27,34,34,27,61,0.14860457003314145,12,2,18
3857286,Ecuador,Jeremy Leonel Sarmiento Morante,6,6,6,6,12,0.06674079888365603,6,1,4
3857286,Ecuador,José Adoni Cifuentes Charcopa,6,11,11,6,17,0.05594802023373452,7,0,7
3857286,Ecuador,Alan Steven Franco Palma,6,6,6,6,12,0.12045177045177045,7,2,0
3857286,Ecuador,Kevin José Rodríguez Cortez,0,1,1,0,1,0.0,1,0,0
3857287,South Korea,Ui-Jo Hwang,6,10,10,6,16,0.21759259259259253,7,0,6
3857287,South Korea,Woo-Young Jung,46,41,41,46,87,0.0794871794871795,12,11,7
3857287,South Korea,Young-Gwon Kim,33,34,34,33,67,0.051709401709401706,10,16,1
3857287,South Korea,Sang-Ho Na,13,24,24,13,37,0.009615384615384616,7,0,15
3857287,South Korea,Min Jae Kim,44,40,40,44,84,0.0547008547008547,11,19,1
3857287,South Korea,Seung-Gyu Kim,19,12,12,19,31,0.025997150997150994,7,10,0
3857287,South Korea,In-Beom Hwang,46,48,48,46,94,0.12019230769230768,13,13,9
3857287,South Korea,Jae-Sung Lee,32,28,28,32,60,0.0,9,3,10
3857287,South Korea,Jin-Su Kim,19,17,17,19,36,0.03258547008547008,9,6,10
3857287,South Korea,Heung-Min Son,19,32,32,19,51,0.2540242165242165,12,1,10
3857287,South Korea,Moon-Hwan Kim,52,36,36,52,88,0.040491452991452986,11,8,7
3857287,South Korea,Jun-Ho Son,10,11,11,10,21,0.006089743589743589,8,3,2
3857287,South Korea,Kang-In Lee,8,9,9,8,17,0.04006410256410257,6,2,5
3857287,South Korea,Gue-Sung Cho,4,9,9,4,13,0.04526353276353277,8,0,9
3857287,Uruguay,Matías Vecino Falero,33,31,31,33,64,0.05743066457352171,10,6,7
3857287,Uruguay,Rodrigo Bentancur Colmán,68,67,67,68,135,0.015293040293040294,13,15,11
3857287,Uruguay,Mathías Olivera Miramontes,40,28,28,40,68,0.031691522762951334,9,10,16
3857287,Uruguay,Darwin Gabriel Núñez Ribeiro,13,26,26,13,39,0.3200811093668237,12,2,18
3857287,Uruguay,Luis Alberto Suárez Díaz,7,16,16,7,23,0.0173992673992674,7,0,11
3857287,Uruguay,José Martín Cáceres Silva,68,59,59,68,127,0.11147305075876503,12,21,4
3857287,Uruguay,Diego Roberto Godín Leal,66,66,66,66,132,0.08722527472527473,12,14,3
3857287,Uruguay,José María Giménez de Vargas,67,68,68,67,135,0.047534013605442176,13,26,8
3857287,Uruguay,Sergio Rochet Álvarez,19,12,12,19,31,0.03618524332810047,6,12,0
3857287,Uruguay,Federico Santiago Valverde Dipetta,51,52,52,51,103,0.07386839351125066,12,11,11
3857287,Uruguay,Facundo Pellistri Rebollo,16,19,19,16,35,0.11456698063840923,8,1,16
3857287,Uruguay,Edinson Roberto Cavani Gómez,6,9,9,6,15,0.09546703296703297,7,0,5
3857287,Uruguay,Diego Nicolás De La Cruz Arcosa,10,13,13,10,23,0.06227106227106228,8,0,6
3857287,Uruguay,Matías Nicolás Viña Susperreguy,8,6,6,8,14,0.058150183150183145,6,2,3
3857287,Uruguay,Guillermo Varela Olivera,3,3,3,3,6,0.02972265829408687,5,1,2
3857288,Australia,Riley McGree,14,19,19,14,33,0.05992063492063492,9,1,8
3857288,Australia,Aaron Mooy,38,29,29,38,67,0.19929705215419505,11,17,3
3857288,Australia,Aziz Eraltay Behich,28,29,29,28,57,0.2052154195011338,11,8,9
3857288,Australia,Kye Rowles,25,18,18,25,43,0.0031746031746031746,8,7,0
3857288,Australia,Fran Karačić,23,15,15,23,38,0.041666666666666664,9,12,7
3857288,Australia,Mitchell Thomas Duke,10,21,21,10,31,0.0051587301587301595,9,2,14
3857288,Australia,Harry Souttar,25,20,20,25,45,0.023174603174603174,10,14,0
3857288,Australia,Jackson Irvine,29,20,20,29,49,0.14346938775510207,12,6,4
3857288,Australia,Craig Goodwin,21,30,30,21,51,0.06354875283446713,9,7,18
3857288,Australia,Mathew Leckie,20,30,30,20,50,0.027539682539682538,10,4,17
3857288,Australia,Mathew Ryan,17,14,14,17,31,0.1054421768707483,9,12,0
3857288,Australia,Ajdin Hrustic,10,14,14,10,24,0.15732426303854877,9,1,5
3857288,Australia,Jamie MacLaren,5,8,8,5,13,0.10378684807256235,7,0,7
3857288,Australia,Miloš Degenek,5,2,2,5,7,0.014682539682539684,3,4,1
3857288,Australia,Keanu Baccus,3,3,3,3,6,0.09019274376417234,4,1,1
3857288,Australia,Awer Denis Bul Mabil,1,2,2,1,3,0.034693877551020415,2,0,2
3857288,Tunisia,Montassar Omar Talbi,52,42,42,52,94,0.07914704343275772,12,21,2
3857288,Tunisia,Issam Jebali,11,13,13,11,24,0.14722658294086863,11,0,8
3857288,Tunisia,Aïssa Bilal Laïdouni,24,23,23,24,47,0.0409689516832374,11,9,9
3857288,Tunisia,Youssef Msakni,31,43,43,31,74,0.016666666666666666,13,7,27
3857288,Tunisia,Yassine Meriah,62,64,64,62,126,0.03885400313971743,13,15,1
3857288,Tunisia,Ellyes Joris Skhiri,49,41,41,49,90,0.11054421768707484,14,19,8
3857288,Tunisia,Dylan Daniel Mahmoud Bronn,41,39,39,41,80,0.0761250654107797,11,9,5
3857288,Tunisia,Aymen Dahmen,15,13,13,15,28,0.05370225013082156,10,9,0
3857288,Tunisia,Mohamed Dräger,12,12,12,12,24,0.15673294959009246,9,1,4
3857288,Tunisia,Naïm Sliti,23,32,32,23,55,0.12827926042211757,14,7,17
3857288,Tunisia,Ali Abdi,44,38,38,44,82,0.04918890633176348,12,12,24
3857288,Tunisia,Ferjani Sassi,24,24,24,24,48,0.08601081458224315,11,9,5
3857288,Tunisia,Wahbi Khazri,4,11,11,4,15,0.06399354613640328,7,1,5
3857288,Tunisia,Wajdi Kechrida,13,10,10,13,23,0.05228065585208442,8,4,7
3857288,Tunisia,Taha Yassine Khenissi,1,1,1,1,2,0.006126809698238271,2,0,1
3857289,Mexico,José Andrés Guardado Hernández,11,10,10,11,21,0.024045002616431194,8,2,3
3857289,Mexico,Héctor Miguel Herrera López,37,27,27,37,64,0.10567765567765568,12,4,4
3857289,Mexico,Jesús Daniel Gallardo Vasconcelos,19,17,17,19,36,0.3196101517530089,10,4,5
3857289,Mexico,Héctor Alfredo Moreno Herrera,38,36,36,38,74,0.03603479853479854,12,16,4
3857289,Mexico,Hirving Rodrigo Lozano Bahena,3,13,13,3,16,0.028165881737310314,9,1,7
3857289,Mexico,Néstor Alejandro Araújo Razo,47,38,38,47,85,0.11611721611721612,11,17,7
3857289,Mexico,Kevin Nahin Álvarez Campos,15,13,13,15,28,0.05238095238095238,7,2,10
3857289,Mexico,Ernesto Alexis Vega Rojas,3,6,6,3,9,0.10091575091575093,4,1,5
3857289,Mexico,Luis Gerardo Chávez Magallón,21,24,24,21,45,0.13398744113029828,13,3,7
3857289,Mexico,César Jasib Montes Castro,49,49,49,49,98,0.042582417582417584,11,14,3
3857289,Mexico,Francisco Guillermo Ochoa Magaña,20,17,17,20,37,0.04542124542124542,7,9,0
3857289,Mexico,Érick Gabriel Gutiérrez Galaviz,25,25,25,25,50,0.10690737833594978,8,3,5
3857289,Mexico,Raúl Alonso Jiménez Rodríguez,8,10,10,8,18,0.034170591313448455,8,2,5
3857289,Mexico,Carlos Uriel Antuna Romero,3,8,8,3,11,0.020427786499215072,5,0,7
3857289,Mexico,Roberto Carlos Alvarado Hernández,5,11,11,5,16,0.0327577184720042,5,0,6
3857289,Argentina,Damián Emiliano Martínez,18,12,12,18,30,0.1288888888888889,9,8,0
3857289,Argentina,Nicolás Hernán Otamendi,76,68,68,76,144,0.031746031746031744,12,28,3
3857289,Argentina,Gonzalo Ariel Montiel,49,43,43,49,92,0.0453968253968254,10,9,24
3857289,Argentina,Ángel Fabián Di María Hernández,21,34,34,21,55,0.07976190476190477,11,3,19
3857289,Argentina,Marcos Javier Acuña,28,25,25,28,53,0.18492063492063496,13,4,9
3857289,Argentina,Lautaro Javier Martínez,3,9,9,3,12,0.03190476190476191,7,0,7
3857289,Argentina,Lisandro Martínez,48,49,49,48,97,0.032539682539682535,11,17,11
3857289,Argentina,Rodrigo Javier De Paul,59,59,59,59,118,0.004761904761904762,12,8,13
3857289,Argentina,Guido Rodríguez,54,54,54,54,108,0.002936507936507937,10,20,2
3857289,Argentina,Lionel Andrés Messi Cuccittini,38,46,46,38,84,0.16865079365079366,14,10,7
3857289,Argentina,Alexis Mac Allister,34,36,36,34,70,0.08404761904761907,10,6,17
3857289,Argentina,Enzo Fernandez,23,20,20,23,43,0.22944444444444445,13,5,1
3857289,Argentina,Nahuel Molina Lucero,10,8,8,10,18,0.13523809523809527,7,3,4
3857289,Argentina,Exequiel Alejandro Palacios,6,3,3,6,9,0.0,4,1,1
3857289,Argentina,Julián Álvarez,6,7,7,6,13,0.06904761904761905,6,0,4
3857289,Argentina,Cristian Gabriel Romero,3,3,3,3,6,0.014404761904761906,3,0,0
3857290,Switzerland,Xherdan Shaqiri,24,33,33,24,57,0.024206349206349207,9,9,13
3857290,Switzerland,Manuel Obafemi Akanji,58,53,53,58,111,0.003968253968253968,12,26,4
3857290,Switzerland,Granit Xhaka,38,41,41,38,79,0.13060090702947846,14,14,9
3857290,Switzerland,Nico Elvedi,65,53,53,65,118,0.1651587301587302,14,15,2
3857290,Switzerland,Djibril Sow,31,33,33,31,64,0.024761904761904766,10,5,12
3857290,Switzerland,Ricardo Iván Rodríguez Araya,49,42,42,49,91,0.025283446712018143,11,15,10
3857290,Switzerland,Remo Freuler,59,54,54,59,113,0.04753968253968255,14,11,6
3857290,Switzerland,Silvan Widmer,42,40,40,42,82,0.11080498866213152,12,11,15
3857290,Switzerland,Ruben Vargas,24,32,32,24,56,0.0703798185941043,10,1,18
3857290,Switzerland,Breel-Donald Embolo,14,24,24,14,38,0.04404761904761905,9,1,20
3857290,Switzerland,Yann Sommer,30,19,19,30,49,0.0673469387755102,7,14,0
3857290,Switzerland,Noah Okafor,9,13,13,9,22,0.10394557823129252,8,0,9
3857290,Switzerland,Fabian Frei,7,9,9,7,16,0.1690589569160998,7,1,0
3857290,Switzerland,Haris Seferović,4,7,7,4,11,0.05385487528344672,6,0,5
3857290,Switzerland,Fabian Rieder,5,6,6,5,11,0.08204648526077098,5,1,1
3857290,Switzerland,Eray Ervin Cömert,2,2,2,2,4,0.0,2,1,1
3857290,Cameroon,Ngoran Suiru Fai Collins,40,44,44,40,84,0.14522283272283273,11,16,11
3857290,Cameroon,Bryan Mbeumo,31,41,41,31,72,0.10987484737484739,11,4,22
3857290,Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,52,51,51,52,103,0.19404761904761905,12,16,0
3857290,Cameroon,Samuel Yves Oum Gwet,48,36,36,48,84,0.06410256410256411,12,10,4
3857290,Cameroon,Martin Hongla Yma II,30,32,32,30,62,0.012728937728937729,9,9,12
3857290,Cameroon,André-Frank Zambo Anguissa,56,58,58,56,114,0.004304029304029304,12,16,18
3857290,Cameroon,André Onana,44,38,38,44,82,0.04926739926739927,10,17,0
3857290,Cameroon,Nouhou Tolo,40,32,32,40,72,0.11694139194139196,13,9,12
3857290,Cameroon,Karl Brillant Toko Ekambi,27,28,28,27,55,0.0,8,3,14
3857290,Cameroon,Jean-Charles Castelletto,39,41,41,39,80,0.018315018315018316,12,15,4
3857290,Cameroon,Jean-Eric Maxim Choupo-Moting,15,17,17,15,32,0.08058608058608059,9,4,11
3857290,Cameroon,Georges-Kévin Nkoudou Mbida,3,6,6,3,9,0.06684981684981685,6,1,2
3857290,Cameroon,Vincent Paté Aboubakar,6,8,8,6,14,0.1405677655677656,9,0,7
3857290,Cameroon,Gaël Ondoua,7,4,4,7,11,0.2102716727716728,9,2,2
3857290,Cameroon,Nicolas Moumi Ngamaleu,2,4,4,2,6,0.0,5,0,3
3857291,Spain,Pablo Martín Páez Gavira,66,75,75,66,141,0.1392063492063492,14,8,23
3857291,Spain,Aymeric Laporte,143,135,135,143,278,0.057460317460317455,14,56,4
3857291,Spain,César Azpilicueta Tanco,99,88,88,99,187,0.06539682539682541,13,25,13
3857291,Spain,Rodrigo Hernández Cascante,139,125,125,139,264,0.08468253968253969,13,45,4
3857291,Spain,Jordi Alba Ramos,110,100,100,110,210,0.07920634920634921,11,19,37
3857291,Spain,Daniel Olmo Carvajal,59,70,70,59,129,0.1265873015873016,12,3,42
3857291,Spain,Sergio Busquets i Burgos,88,83,83,88,171,0.00873015873015873,11,19,14
3857291,Spain,Pedro González López,85,84,84,85,169,0.0,9,18,21
3857291,Spain,Ferrán Torres García,19,29,29,19,48,0.09142857142857143,8,1,16
3857291,Spain,Unai Simón Mendibil,33,31,31,33,64,0.14182539682539683,10,16,0
3857291,Spain,Marco Asensio Willemsen,32,45,45,32,77,0.06071428571428572,11,3,14
3857291,Spain,Carlos Soler Barragán,43,41,41,43,84,0.07071428571428572,12,9,15
3857291,Spain,Álvaro Borja Morata Martín,7,12,12,7,19,0.17761904761904762,10,1,8
3857291,Spain,Alejandro Balde Martínez,31,31,31,31,62,0.011904761904761906,8,9,14
3857291,Spain,Jorge Resurrección Merodio,48,49,49,48,97,0.0911904761904762,10,6,6
3857291,Spain,Nicholas Williams Arthuer,7,11,11,7,18,0.0,4,1,8
3857291,Costa Rica,Bryan Oviedo,12,14,14,12,26,0.10883219954648526,10,5,5
3857291,Costa Rica,Yeltsin Ignacio Tejeda Valverde,12,9,9,12,21,0.18658730158730158,13,4,0
3857291,Costa Rica,Celso Borges Mora,16,11,11,16,27,0.017556689342403634,9,9,4
3857291,Costa Rica,Jewison Bennette,3,9,9,3,12,0.029580498866213157,7,0,4
3857291,Costa Rica,Carlos Manuel Martínez Castro,10,6,6,10,16,0.02142857142857143,6,3,2
3857291,Costa Rica,Joel Nathaniel Campbell Samuels,17,24,24,17,41,0.0927607709750567,14,1,16
3857291,Costa Rica,Francisco Javier Calvo Quesada,18,16,16,18,34,0.11323129251700681,11,10,0
3857291,Costa Rica,Óscar Esau Duarte Gaitán,18,18,18,18,36,0.04204081632653062,12,7,1
3857291,Costa Rica,Anthony Daniel Contreras Enríquez,4,6,6,4,10,0.08445578231292519,6,0,5
3857291,Costa Rica,Keylor Navas Gamboa,13,7,7,13,20,0.07086167800453516,10,7,0
3857291,Costa Rica,Keysher Fuller Spence,10,12,12,10,22,0.05175736961451247,9,4,6
3857291,Costa Rica,Kendall Jamaal Waston Manley,11,8,8,11,19,0.04184807256235828,9,3,3
3857291,Costa Rica,Bryan Ruiz González,8,10,10,8,18,0.02691609977324263,9,0,7
3857291,Costa Rica,Álvaro José Zamora Mata,5,7,7,5,12,0.029467120181405897,6,1,5
3857291,Costa Rica,Brandon Aguilera Zamora,6,6,6,6,12,0.03569160997732427,7,2,1
3857291,Costa Rica,Ronald Alberto Matarrita Ulate,9,9,9,9,18,0.041910430839002276,8,3,0
3857292,Germany,Thomas Müller,14,21,21,14,35,0.12639455782312925,11,2,10
3857292,Germany,Antonio Rüdiger,80,67,67,80,147,0.12726757369614514,14,32,4
3857292,Germany,Joshua Kimmich,117,109,109,117,226,0.005952380952380953,15,35,37
3857292,Germany,İlkay Gündoğan,71,68,68,71,139,0.0011904761904761906,11,23,12
3857292,Germany,Manuel Neuer,29,18,18,29,47,0.11777777777777779,10,26,0
3857292,Germany,Niklas Süle,97,90,90,97,187,0.05952380952380953,14,44,12
3857292,Germany,David Raum,58,49,49,58,107,0.0071428571428571435,9,4,31
3857292,Germany,Jamal Musiala,39,60,60,39,99,0.07476190476190477,14,7,24
3857292,Germany,Serge Gnabry,34,42,42,34,76,0.1277777777777778,14,6,19
3857292,Germany,Leon Goretzka,20,23,23,20,43,0.05404761904761905,8,2,8
3857292,Germany,Leroy Sané,41,48,48,41,89,0.04261904761904762,12,7,19
3857292,Germany,Lukas Klostermann,38,31,31,38,69,0.08917233560090702,12,7,6
3857292,Germany,Niclas Füllkrug,8,14,14,8,22,0.15116780045351472,10,1,7
3857292,Germany,Mario Götze,11,11,11,11,22,0.012471655328798186,9,4,7
3857292,Germany,Kai Havertz,9,15,15,9,24,0.16934240362811795,10,3,8
3857292,Germany,Matthias Ginter,3,3,3,3,6,0.0,3,2,1
3857292,Costa Rica,Keylor Navas Gamboa,21,9,9,21,30,0.0446031746031746,9,13,0
3857292,Costa Rica,Celso Borges Mora,31,26,26,31,57,0.04163265306122449,12,9,8
3857292,Costa Rica,Joel Nathaniel Campbell Samuels,50,69,69,50,119,0.044535147392290246,15,12,34
3857292,Costa Rica,Juan Pablo Vargas Campos,22,16,16,22,38,0.12642857142857142,11,11,1
3857292,Costa Rica,Óscar Esau Duarte Gaitán,12,16,16,12,28,0.21260770975056695,10,3,0
3857292,Costa Rica,Kendall Jamaal Waston Manley,16,15,15,16,31,0.0723015873015873,10,10,1
3857292,Costa Rica,Keysher Fuller Spence,15,17,17,15,32,0.027426303854875284,8,3,8
3857292,Costa Rica,Johan Alberto Venegas Ulloa,11,13,13,11,24,0.06425170068027213,7,1,8
3857292,Costa Rica,Brandon Aguilera Zamora,14,16,16,14,30,0.006394557823129253,7,3,6
3857292,Costa Rica,Yeltsin Ignacio Tejeda Valverde,24,28,28,24,52,0.0946825396825397,12,11,6
3857292,Costa Rica,Bryan Oviedo,25,18,18,25,43,0.06017006802721089,8,6,8
3857292,Costa Rica,Youstin Delfin Salas Gómez,15,6,6,15,21,0.0,6,9,0
3857292,Costa Rica,Ronald Alberto Matarrita Ulate,11,13,13,11,24,0.29382086167800453,9,5,3
3857292,Costa Rica,Jewison Bennette,6,11,11,6,17,0.021281179138321997,6,0,9
3857292,Costa Rica,Roan Roberto Wilson Gordon,6,6,6,6,12,0.052505668934240364,5,0,1
3857292,Costa Rica,Anthony Daniel Contreras Enríquez,5,5,5,5,10,0.0,5,0,3
3857293,Uruguay,Luis Alberto Suárez Díaz,14,21,21,14,35,0.07717893217893218,9,2,8
3857293,Uruguay,Federico Santiago Valverde Dipetta,63,62,62,63,125,0.13424603174603178,15,25,10
3857293,Uruguay,Mathías Olivera Miramontes,41,31,31,41,72,0.05356421356421358,12,7,9
3857293,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,14,28,28,14,42,0.02380952380952381,12,2,14
3857293,Uruguay,Darwin Gabriel Núñez Ribeiro,12,19,19,12,31,0.027301587301587306,9,1,16
3857293,Uruguay,José María Giménez de Vargas,33,23,23,33,56,0.05373015873015873,10,14,2
3857293,Uruguay,Guillermo Varela Olivera,36,41,41,36,77,0.047020202020202025,12,13,18
3857293,Uruguay,Facundo Pellistri Rebollo,10,17,17,10,27,0.11725108225108227,8,2,11
3857293,Uruguay,Sergio Rochet Álvarez,19,9,9,19,28,0.06895743145743147,9,13,0
3857293,Uruguay,Sebastián Coates Nión,40,36,36,40,76,0.01277777777777778,12,11,2
3857293,Uruguay,Rodrigo Bentancur Colmán,17,11,11,17,28,0.04111111111111111,8,5,1
3857293,Uruguay,Matías Vecino Falero,38,35,35,38,73,0.13276695526695528,13,11,5
3857293,Uruguay,Diego Nicolás De La Cruz Arcosa,10,10,10,10,20,0.026702741702741704,8,4,4
3857293,Uruguay,Edinson Roberto Cavani Gómez,10,11,11,10,21,0.08633838383838384,10,2,9
3857293,Uruguay,Agustín Canobbio Graviz,5,6,6,5,11,0.1172907647907648,6,2,2
3857293,Uruguay,Maximiliano Gómez González,2,4,4,2,6,0.03571428571428572,5,0,3
3857293,Ghana,André Ayew Pelé,6,11,11,6,17,0.03865079365079366,8,1,9
3857293,Ghana,Iñaki Williams Arthuer,10,11,11,10,21,0.20204081632653062,10,1,9
3857293,Ghana,Thomas Teye Partey,63,61,61,63,124,0.07560090702947847,14,23,9
3857293,Ghana,Alidu Seidu,41,32,32,41,73,0.11126984126984128,11,13,13
3857293,Ghana,Daniel Amartey,47,40,40,47,87,0.09312925170068027,12,18,1
3857293,Ghana,Mohamed Salisu,42,44,44,42,86,0.1133219954648526,12,20,4
3857293,Ghana,Jordan Ayew,6,8,8,6,14,0.08155328798185942,6,0,5
3857293,Ghana,Abdul Rahman Baba,43,34,34,43,77,0.0015873015873015873,10,13,17
3857293,Ghana,Salis Abdul Samed,46,48,48,46,94,0.052142857142857144,11,10,4
3857293,Ghana,Lawrence Ati-Zigi,19,8,8,19,27,0.09518140589569161,8,14,0
